time_seconds,dir_raw,dir_bp,ortho_raw,ortho_bp,mag_raw,mag_bp
0.0,0.0,1.776501615922279e-08,0.0,2.7190799995785704e-08,0.0,-3.193768215401868e-08
1.0,-1.266301785651791e-10,1.7424035753846762e-08,-1.2456344289368815e-10,2.7084269672017857e-08,1.7762672498522922e-10,-3.16120384502188e-08
2.0,-3.322413871797991e-10,1.7079786882446987e-08,-2.4939993126249504e-10,2.6974545682993505e-08,4.1543310540795184e-10,-3.128207195953689e-08
3.0,-4.1709945219903233e-10,1.673252046268036e-08,-2.3950119665272496e-10,2.6861608473427546e-08,4.809706604594713e-10,-3.0947967280711595e-08
4.0,-2.93728721900699e-10,1.6382485950562158e-08,-1.4530607272966733e-10,2.6745431278638596e-08,3.277047708556248e-10,-3.060990240902366e-08
5.0,-1.9475937529378484e-10,1.602993118483348e-08,-1.0286732576858526e-10,2.662598026883003e-08,2.202564436642106e-10,-3.026804866296761e-08
6.0,-2.1580166820189817e-10,1.567510223318606e-08,-1.3000713006139364e-10,2.6503214715426938e-08,2.5193692437894505e-10,-2.992257062804504e-08
7.0,-3.473694248912196e-10,1.531824323655234e-08,-1.737209542884699e-10,2.6377087176414394e-08,3.8838703287848487e-10,-2.9573626113003745e-08
8.0,-4.1087029611919235e-10,1.4959596247824466e-08,-1.6403160774114411e-10,2.6247543697647822e-08,4.424034002708584e-10,-2.9221366113982463e-08
9.0,-5.924726403927494e-10,1.4599401061594516e-08,-2.233972867804468e-10,2.6114524027181148e-08,6.331904747821317e-10,-2.88659347822448e-08
10.0,-6.786304712624869e-10,1.4237895031807003e-08,-2.607832422230061e-10,2.5977961839781796e-08,7.270125280559394e-10,-2.850746939149313e-08
11.0,-8.632038139833043e-10,1.3875312874576722e-08,-3.744417970130698e-10,2.5837784968970904e-08,9.409184257020902e-10,-2.8146100301138088e-08
12.0,-1.1849979192346538e-09,1.3511886453846656e-08,-5.744499043114359e-10,2.5693915644141492e-08,1.316895121546844e-09,-2.778195091235716e-08
13.0,-1.6788014450819233e-09,1.3147844548037068e-08,-8.563203340861136e-10,2.55462707305642e-08,1.8845845182900415e-09,-2.741513761430191e-08
