time_seconds,dir_raw,dir_bp,ortho_raw,ortho_bp,mag_raw,mag_bp
0.0,-1.3226114754794072e-07,-6.518216540567049e-09,-8.762068527401468e-07,-1.506723318993594e-08,8.861328681069738e-07,1.5873588433291288e-08
1.0,-1.3245166423370147e-07,-6.86234628958751e-09,-8.770637199839726e-07,-1.5761931528509576e-08,8.8700857508279e-07,1.661263192448096e-08
2.0,-1.326320392402991e-07,-7.2068204589394065e-09,-8.779543772541309e-07,-1.6457042234397905e-08,8.879161820649116e-07,1.7352132057996886e-08
3.0,-1.328371578152021e-07,-7.551098250099564e-09,-8.788726890696097e-07,-1.7151503483331522e-08,8.888548329670418e-07,1.8090956849716287e-08
4.0,-1.3307159260622647e-07,-7.89463141854614e-09,-8.797870451049405e-07,-1.784424181566369e-08,8.897939612591446e-07,1.8827961687935588e-08
5.0,-1.3330246068088414e-07,-8.236865455837963e-09,-8.806946282802208e-07,-1.8534174569428085e-08,8.907258693364726e-07,1.9561991918915734e-08
6.0,-1.3353910167934746e-07,-8.577240798715917e-09,-8.815774533987852e-07,-1.9220212342302118e-08,8.916341727515912e-07,2.0291885465150354e-08
7.0,-1.3383100480601762e-07,-8.915194062392232e-09,-8.823881915698273e-07,-1.9901261474582076e-08,8.924795003075749e-07,2.101647546812362e-08
8.0,-1.342016454075612e-07,-9.250159295044675e-09,-8.831119445440461e-07,-2.0576226545278913e-08,8.932506861046697e-07,2.1734592947303945e-08
9.0,-1.3463273693115063e-07,-9.58156925037716e-09,-8.837663103555826e-07,-2.124401287348273e-08,8.939624517691402e-07,2.2445069467134404e-08
10.0,-1.351272881644494e-07,-9.908856674949785e-09,-8.843779504830174e-07,-2.1903529017216343e-08,8.946416843112221e-07,2.3146739803827638e-08
11.0,-1.3566726868308177e-07,-1.0231455606825056e-08,-8.849986320724756e-07,-2.255368926209862e-08,8.953369123196478e-07,2.3838444603847856e-08
12.0,-1.3621771782768022e-07,-1.0548802681929532e-08,-8.856616676988782e-07,-2.3193416092260273e-08,8.960758094499258e-07,2.4519033026059958e-08
13.0,-1.367602725926842e-07,-1.0860338444398373e-08,-8.863604128717117e-07,-2.3821642636093045e-08,8.968490138622758e-07,2.5187365359641914e-08
14.0,-1.3727028573551348e-07,-1.1165508657060493e-08,-8.870820991935258e-07,-2.4437315079565633e-08,8.976401183411433e-07,2.5842315609989528e-08
15.0,-1.3771952300789536e-07,-1.1463765608138828e-08,-8.878364902986657e-07,-2.5039395040005492e-08,8.984543953498002e-07,2.648277404499346e-08
16.0,-1.381312921405753e-07,-1.175456941018582e-08,-8.88635140666727e-07,-2.5626861893428433e-08,8.993067702937628e-07,2.7107649694239788e-08
