time_seconds,dir_raw,dir_bp,ortho_raw,ortho_bp,mag_raw,mag_bp
0.0,0.0,8.244995211979609e-09,0.0,3.3936232602995815e-08,0.0,-1.539386226859334e-08
1.0,8.088719971599545e-11,9.033733413446833e-09,2.2262588994514942e-10,3.445919697821491e-08,2.368649952014124e-10,-1.4742065355851493e-08
2.0,2.2633374341385348e-10,9.814991135909743e-09,3.5427855094027905e-10,3.497500800924818e-08,4.204048704095517e-10,-1.4100434483416579e-08
3.0,2.356949496684635e-10,1.0587821114058968e-08,6.590954171326047e-10,3.548270636054609e-08,6.999706266583061e-10,-1.346987114422638e-08
4.0,2.7971192029241365e-10,1.1351296667323231e-08,6.474024649705257e-10,3.598132968867988e-08,7.052437238314016e-10,-1.285123720835563e-08
5.0,3.4819201688574e-10,1.2104513598705277e-08,7.307609795059733e-10,3.646991480500865e-08,8.094746999082114e-10,-1.2245352335432423e-08
6.0,5.006864922663112e-10,1.2846592029742784e-08,9.462490235812027e-10,3.6947499857954924e-08,1.070548540780063e-09,-1.1652991499264803e-08
7.0,8.248325772397536e-10,1.3576678169782096e-08,1.1227163088101122e-09,3.741312652873226e-08,1.393140585348147e-09,-1.1074882630208448e-08
8.0,1.245875291822074e-09,1.4293946017580954e-08,1.5061218383571884e-09,3.7865842234135695e-08,1.9546376223610286e-09,-1.0511704380846292e-08
9.0,1.8497068876577316e-09,1.499759899301003e-08,1.7382453532110986e-09,3.8304702329764394e-08,2.538289281821209e-09,-9.964084020651678e-09
10.0,2.4942228005198075e-09,1.5686871496312406e-08,2.0343201845296477e-09,3.872877230680271e-08,3.2186341811112382e-09,-9.43259546545766e-09
11.0,3.2673303507202434e-09,1.6361030392019758e-08,2.3506971369435803e-09,3.9137129975247616e-08,4.025074490040205e-09,-8.917757447742545e-09
12.0,4.11724640492217e-09,1.7019376414229306e-08,2.771304602466884e-09,3.952886762624407e-08,4.963048172091288e-09,-8.420031833950621e-09
13.0,4.881579418469784e-09,1.766124548953169e-08,3.4839233165051553e-09,3.9903094165979064e-08,5.997294331122667e-09,-7.939822095282981e-09
14.0,5.818499015930456e-09,1.8286009973460882e-08,4.1983690968194765e-09,4.0258937213396855e-08,7.1750424299450995e-09,-7.477471938602783e-09
15.0,6.990949139029645e-09,1.8893079795924463e-08,4.912820567026799e-09,4.0595545153839896e-08,8.544540700839387e-09,-7.03326410428744e-09
16.0,8.403857054695152e-09,1.948190351067676e-08,5.585246709571834e-09,4.091208914060635e-08,1.0090579478034572e-08,-6.607419338012073e-09
17.0,1.0253867421816665e-08,2.005196924352995e-08,6.428673843261734e-09,4.1207765036358196e-08,1.2102464397271769e-08,-6.200095543547097e-09
18.0,1.2762140094713104e-08,2.060280553367713e-08,7.2728778000019645e-09,4.148179528632505e-08,1.4689008519666847e-08,-5.811387123679113e-09
19.0,1.5545552012330432e-08,2.113398206225229e-08,8.537793499963087e-09,4.173343071533465e-08,1.7735786005026186e-08,-5.441324516293822e-09
20.0,1.835006696593311e-08,2.1645110262110708e-08,1.0037218667324765e-08,4.1961952240868814e-08,2.0915800635642e-08,-5.089873932459933e-09
21.0,2.0884068668847178e-08,2.213584380282174e-08,1.1938051797111271e-08,4.2166672494605664e-08,2.4055382035536995e-08,-4.756937302983084e-09
22.0,2.3522042993939785e-08,2.2605878945065104e-08,1.2443795077698994e-08,4.234693734528255e-08,2.6610797480431086e-08,-4.442352439315467e-09
23.0,2.5744494314139388e-08,2.305495475903952e-08,1.2892137996045605e-08,4.2502127316221556e-08,2.8792120616582552e-08,-4.145893413876867e-09
