dataset,station,component,method,peak_time,score,floor_detect,floor_signif,significant
ingv,ECPN,dir2,max,2022-12-01 02:45:00,0.6334,0.592,0.614,True
ingv,ECPN,dir2,max,2022-12-03 13:06:43,0.5979,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-05 12:03:24,0.621,0.592,0.614,True
ingv,ECPN,dir2,max,2022-12-06 23:49:38,0.6911,0.592,0.614,True
ingv,ECPN,dir2,max,2022-12-07 08:54:42,0.6066,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-07 11:23:34,0.5991,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-07 13:36:52,0.5971,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-07 16:14:51,0.6185,0.592,0.614,True
ingv,ECPN,dir2,max,2022-12-09 00:08:46,0.6395,0.592,0.614,True
ingv,ECPN,dir2,max,2022-12-10 03:02:39,0.5948,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-10 14:08:00,0.602,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-10 21:15:09,0.6128,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-12 13:55:04,0.6116,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-13 08:00:03,0.6035,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-16 05:25:28,0.611,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-18 11:03:49,0.638,0.592,0.614,True
ingv,ECPN,dir2,max,2022-12-19 04:28:20,0.5991,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-22 17:41:20,0.6119,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-22 20:32:16,0.6812,0.592,0.614,True
ingv,ECPN,dir2,max,2022-12-23 04:57:17,0.596,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-24 00:43:53,0.5994,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-24 11:43:29,0.6133,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-25 15:48:41,0.5993,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-26 19:13:38,0.5937,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-27 11:44:32,0.6846,0.592,0.614,True
ingv,ECPN,dir2,max,2022-12-27 20:58:35,0.6503,0.592,0.614,True
ingv,ECPN,dir2,max,2022-12-28 03:36:37,0.5996,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-28 20:41:22,0.5942,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-29 03:26:49,0.5968,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-29 13:50:55,0.63,0.592,0.614,True
ingv,ECPN,dir2,max,2022-12-30 15:32:35,0.6488,0.592,0.614,True
ingv,ECPN,dir2,max,2022-12-30 18:01:01,0.614,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-30 19:35:20,0.6915,0.592,0.614,True
ingv,ECPN,dir2,max,2022-12-31 04:06:53,0.5982,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-31 09:23:06,0.6119,0.592,0.614,False
ingv,ECPN,dir2,max,2022-12-31 11:08:28,0.7217,0.592,0.614,True
ingv,ECPN,dir2,max,2022-12-31 14:50:02,0.5964,0.592,0.614,False
ingv,ECPN,dir2,max,2023-01-01 05:58:45,0.6116,0.592,0.614,False
ingv,ECPN,dir2,max,2023-01-01 23:10:22,0.6034,0.592,0.614,False
ingv,ECPN,dir2,max,2023-01-02 01:31:12,0.6174,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-02 05:39:17,0.6316,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-02 14:35:36,0.6604,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-02 17:27:27,0.592,0.592,0.614,False
ingv,ECPN,dir2,max,2023-01-03 03:07:26,0.6157,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-03 22:24:17,0.6529,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-04 02:21:31,0.7741,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-04 04:12:50,0.6333,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-04 06:46:49,0.6426,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-04 12:07:18,0.6732,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-04 17:23:21,0.6189,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-05 05:28:00,0.6042,0.592,0.614,False
ingv,ECPN,dir2,max,2023-01-05 22:48:17,0.6633,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-06 23:04:27,0.6988,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-07 04:33:34,0.6872,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-07 07:46:34,0.6341,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-07 17:52:30,0.6529,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-10 15:03:10,0.6006,0.592,0.614,False
ingv,ECPN,dir2,max,2023-01-10 16:17:10,0.6541,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-10 18:02:10,0.6332,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-10 19:43:10,0.6158,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-10 20:52:45,0.6594,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-10 23:56:04,0.6016,0.592,0.614,False
ingv,ECPN,dir2,max,2023-01-11 06:38:26,0.6247,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-12 02:16:54,0.662,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-12 04:13:05,0.5986,0.592,0.614,False
ingv,ECPN,dir2,max,2023-01-12 19:24:35,0.7213,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-13 02:52:40,0.6446,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-13 15:11:21,0.6418,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-13 16:13:39,0.6165,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-13 19:44:58,0.6785,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-14 01:24:54,0.6373,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-14 05:38:42,0.5946,0.592,0.614,False
ingv,ECPN,dir2,max,2023-01-14 18:46:24,0.5976,0.592,0.614,False
ingv,ECPN,dir2,max,2023-01-16 10:30:46,0.6107,0.592,0.614,False
ingv,ECPN,dir2,max,2023-01-20 20:15:07,0.6128,0.592,0.614,False
ingv,ECPN,dir2,max,2023-01-21 12:26:34,0.6207,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-21 23:07:11,0.6099,0.592,0.614,False
ingv,ECPN,dir2,max,2023-01-22 02:29:47,0.5945,0.592,0.614,False
ingv,ECPN,dir2,max,2023-01-25 07:13:55,0.6285,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-26 14:04:13,0.6542,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-30 23:15:59,0.6326,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-31 14:08:30,0.619,0.592,0.614,True
ingv,ECPN,dir2,max,2023-01-31 16:00:59,0.5939,0.592,0.614,False
ingv,ECPN,dir2,max,2023-02-01 01:37:04,0.6136,0.592,0.614,False
ingv,ECPN,dir2,max,2023-02-03 00:32:14,0.5987,0.592,0.614,False
ingv,ECPN,dir2,max,2023-02-03 01:53:28,0.6261,0.592,0.614,True
ingv,ECPN,dir2,max,2023-02-03 03:15:08,0.6173,0.592,0.614,True
ingv,ECPN,dir2,max,2023-02-03 20:11:16,0.5953,0.592,0.614,False
ingv,ECPN,dir2,max,2023-02-04 07:14:45,0.7033,0.592,0.614,True
ingv,ECPN,dir2,max,2023-02-04 17:36:14,0.5952,0.592,0.614,False
ingv,ECPN,dir2,max,2023-02-06 23:47:50,0.6045,0.592,0.614,False
ingv,ECPN,dir2,max,2023-02-07 14:56:04,0.6049,0.592,0.614,False
ingv,ECPN,dir2,max,2023-02-10 18:50:05,0.6277,0.592,0.614,True
ingv,ECPN,dir2,max,2023-02-10 19:59:33,0.654,0.592,0.614,True
ingv,ECPN,dir2,max,2023-02-10 22:34:08,0.6211,0.592,0.614,True
ingv,ECPN,dir2,max,2023-02-11 20:42:11,0.6432,0.592,0.614,True
ingv,ECPN,dir2,max,2023-02-11 23:56:03,0.6856,0.592,0.614,True
ingv,ECPN,dir2,max,2023-02-12 00:56:10,0.6549,0.592,0.614,True
ingv,ECPN,dir2,max,2023-02-12 03:09:07,0.6528,0.592,0.614,True
ingv,ECPN,dir2,max,2023-02-12 09:12:25,0.5972,0.592,0.614,False
ingv,ECPN,dir2,max,2023-02-12 17:44:22,0.5953,0.592,0.614,False
ingv,ECPN,dir2,max,2023-02-13 01:07:13,0.657,0.592,0.614,True
ingv,ECPN,dir2,max,2023-02-15 00:15:59,0.6072,0.592,0.614,False
ingv,ECPN,dir2,max,2023-02-15 01:18:03,0.621,0.592,0.614,True
ingv,ECPN,dir2,max,2023-02-16 12:51:20,0.6182,0.592,0.614,True
ingv,ECPN,dir2,max,2023-02-17 21:19:08,0.6864,0.592,0.614,True
ingv,ECPN,dir2,max,2023-02-18 17:16:48,0.6732,0.592,0.614,True
ingv,ECPN,dir2,max,2023-02-19 14:07:04,0.6096,0.592,0.614,False
ingv,ECPN,dir2,max,2023-02-20 08:36:17,0.611,0.592,0.614,False
ingv,ECPN,dir2,max,2023-02-21 03:49:39,0.6248,0.592,0.614,True
ingv,ECPN,dir2,max,2023-02-23 18:25:50,0.6251,0.592,0.614,True
ingv,ECPN,dir2,stack,2022-11-15 18:34:15,0.3949,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-11-18 09:35:24,0.3637,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-11-19 12:34:49,0.3825,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-11-20 04:13:06,0.3651,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-11-21 09:09:38,0.3783,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-11-26 19:45:28,0.4534,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-11-27 06:01:04,0.3631,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-11-27 12:33:47,0.3887,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-11-30 03:02:07,0.3694,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-01 03:17:46,0.4064,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-02 22:24:33,0.3762,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-03 17:12:23,0.3848,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-04 01:25:58,0.374,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-05 08:29:37,0.3661,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-05 12:10:25,0.3863,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-06 16:36:19,0.3739,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-06 23:47:46,0.3673,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-07 08:50:25,0.3794,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-07 10:24:38,0.3643,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-07 13:07:00,0.3693,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-07 16:24:48,0.3996,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-07 19:06:20,0.3674,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-07 21:56:02,0.3728,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-08 18:46:09,0.3672,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-08 23:21:02,0.3667,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-10 02:53:10,0.3685,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-10 09:17:50,0.3666,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-10 11:52:20,0.3709,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-10 21:11:25,0.3886,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-13 08:05:18,0.377,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-15 12:23:44,0.3678,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-15 17:03:53,0.376,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-16 23:09:27,0.3732,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-18 03:54:42,0.3981,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-18 10:57:13,0.3738,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-19 04:59:59,0.3941,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-20 19:56:29,0.3645,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-22 20:32:51,0.4198,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-22 21:39:59,0.3952,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-23 02:53:45,0.3831,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-23 11:46:22,0.4085,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-24 11:20:16,0.3721,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-24 18:45:10,0.3678,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-25 02:35:17,0.3905,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-25 09:35:25,0.3649,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-25 11:28:55,0.3671,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-25 15:49:30,0.4105,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-25 23:10:00,0.3872,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-26 01:09:19,0.3654,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-26 17:14:52,0.3915,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-26 19:12:13,0.3732,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-27 12:04:50,0.4023,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-27 20:57:18,0.3911,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-28 03:58:09,0.3716,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-28 23:59:08,0.3799,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-29 03:28:55,0.3706,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-29 08:58:28,0.3745,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-29 13:51:36,0.4243,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-30 09:30:36,0.3828,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-30 15:28:33,0.4078,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-30 16:31:04,0.3705,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-30 18:00:42,0.3675,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-30 19:34:39,0.4152,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-31 09:06:55,0.3895,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-31 11:08:53,0.447,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-31 18:35:51,0.3791,0.363,0.373,True
ingv,ECPN,dir2,stack,2022-12-31 19:43:09,0.3705,0.363,0.373,False
ingv,ECPN,dir2,stack,2022-12-31 21:14:50,0.3633,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-01-01 05:46:38,0.4023,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-01 16:40:24,0.3758,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-01 23:10:02,0.4152,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-02 01:25:08,0.3861,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-02 14:22:17,0.3932,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-03 09:22:21,0.3805,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-03 22:38:17,0.3993,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-04 02:01:08,0.3942,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-04 04:11:25,0.3667,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-01-04 06:49:57,0.398,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-04 12:10:50,0.387,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-04 15:14:17,0.3684,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-01-05 20:31:10,0.375,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-05 22:43:39,0.385,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-06 23:10:50,0.418,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-07 05:38:41,0.3767,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-07 07:46:55,0.3893,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-07 17:59:37,0.4005,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-09 02:30:38,0.3779,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-10 13:11:33,0.393,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-10 15:37:49,0.4007,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-10 17:36:40,0.3782,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-10 19:59:16,0.3695,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-01-11 00:03:50,0.3767,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-11 03:03:25,0.4085,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-11 20:41:13,0.3817,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-12 01:38:23,0.3838,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-12 02:37:58,0.4144,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-12 19:38:32,0.4139,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-13 02:56:48,0.3825,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-13 14:49:10,0.3696,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-01-13 19:54:47,0.4283,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-14 01:29:00,0.4053,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-14 18:46:25,0.3644,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-01-15 15:48:33,0.3868,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-15 20:08:23,0.3846,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-16 14:47:29,0.378,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-16 19:14:49,0.3809,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-17 13:50:35,0.3706,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-01-18 22:30:17,0.3787,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-19 10:14:07,0.3688,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-01-19 12:20:14,0.3653,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-01-21 13:13:58,0.4071,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-21 14:44:08,0.373,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-01-23 05:30:26,0.4057,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-26 14:27:48,0.3832,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-27 06:49:49,0.3839,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-27 10:37:21,0.3808,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-01-27 16:39:32,0.3722,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-01-31 06:41:26,0.3638,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-01-31 15:30:12,0.371,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-01-31 17:22:31,0.3667,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-02-01 13:16:27,0.4137,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-01 20:45:38,0.3646,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-02-03 02:05:07,0.3825,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-03 16:28:33,0.3646,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-02-04 02:34:07,0.3632,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-02-04 07:13:33,0.4329,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-04 22:17:07,0.3756,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-06 23:48:06,0.4061,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-07 09:35:21,0.4005,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-07 15:38:10,0.3984,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-08 03:37:45,0.3704,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-02-08 07:31:40,0.3861,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-08 21:56:27,0.3728,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-02-08 23:33:15,0.3677,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-02-10 18:44:55,0.4305,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-10 19:50:34,0.3766,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-10 22:34:37,0.3743,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-11 06:52:45,0.3788,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-12 00:07:37,0.3796,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-12 01:13:44,0.3676,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-02-12 03:25:12,0.3877,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-12 09:22:51,0.4202,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-12 19:13:59,0.3674,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-02-12 21:53:03,0.3699,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-02-13 01:07:11,0.3677,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-02-13 06:19:21,0.3963,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-13 18:01:39,0.3859,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-13 23:30:26,0.3846,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-14 17:12:52,0.3735,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-15 01:18:36,0.3719,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-02-15 11:21:58,0.3985,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-16 12:55:57,0.3946,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-16 23:30:39,0.3961,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-17 06:12:34,0.3772,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-17 21:19:50,0.3878,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-17 22:57:51,0.4052,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-18 07:12:54,0.3761,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-18 17:11:02,0.3994,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-19 15:24:48,0.3887,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-20 08:22:10,0.3705,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-02-20 11:21:16,0.3704,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-02-21 03:58:07,0.3854,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-21 05:03:58,0.3668,0.363,0.373,False
ingv,ECPN,dir2,stack,2023-02-21 08:16:36,0.3847,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-21 18:43:23,0.3786,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-21 23:09:22,0.3881,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-22 16:28:02,0.3794,0.363,0.373,True
ingv,ECPN,dir2,stack,2023-02-23 18:26:42,0.3664,0.363,0.373,False
ingv,EEC1,dir,max,2022-11-15 11:28:36,0.5239,0.521,0.553,False
ingv,EEC1,dir,max,2022-11-17 19:07:35,0.5292,0.521,0.553,False
ingv,EEC1,dir,max,2022-11-18 04:10:30,0.5596,0.521,0.553,True
ingv,EEC1,dir,max,2022-11-18 06:10:39,0.5708,0.521,0.553,True
ingv,EEC1,dir,max,2022-11-19 11:43:57,0.5373,0.521,0.553,False
ingv,EEC1,dir,max,2022-11-20 19:28:45,0.5847,0.521,0.553,True
ingv,EEC1,dir,max,2022-11-26 19:29:39,0.5433,0.521,0.553,False
ingv,EEC1,dir,max,2022-11-27 22:19:49,0.5476,0.521,0.553,False
ingv,EEC1,dir,max,2022-11-29 02:26:21,0.5225,0.521,0.553,False
