dataset,station,sim,template,rX,rY,rMag,rVec,dAz,passX,passY,passMag
experiment,EC1,sim4,template3,0.29891172470209393,0.20933174574216273,0.09629210245756455,0.2780216794174116,131.90785696542594,False,False,False
experiment,EC1,sim2,template2,0.4119894949267675,0.152376720034511,0.07521687075853856,0.3478564577967372,104.13022291634132,False,False,False
experiment,EC1,sim1,template3,0.42975113544915255,0.08414559582626409,0.06582837919347902,0.2481678494331093,91.29686711183216,False,False,False
experiment,EC1,sim1,template3,0.40439355935401716,0.15695436681304095,0.23155166560871493,0.3326420383434242,90.04235202300588,False,False,False
experiment,EC1,sim3,template1,0.298661252612924,0.24702087371778197,0.043200770519009675,0.2893946933280063,87.23197527991239,False,False,False
experiment,EC1,sim3,template1,0.3474855556291653,0.2653833372607794,0.14364011765626541,0.33165106267344685,94.29083882410522,False,False,False
experiment,EC1,sim2,template1,0.4233270466542041,0.1980666556952685,0.270804515410838,0.3446342128766841,40.29193111449317,False,False,False
experiment,EC1,sim1,template1,0.026053461091176643,0.44897149780000883,0.3201540460651662,0.30473719983994835,12.088854467314384,False,False,False
experiment,EC1,sim1,template1,0.21332079143632757,0.13893810509676924,0.029166844280642746,0.2948099291894636,125.2186783375826,False,False,False
experiment,EC1,sim1,template3,0.2248537497322545,0.3497608667895232,0.28733122678930806,0.3347512197615748,29.73824162173726,False,False,False
experiment,EC1,sim2,template1,0.5228856083827673,0.10829251822737256,0.04561766677324016,0.41032777979493734,108.59809418446598,True,False,False
experiment,EC1,sim2,template3,0.2966349280392294,0.5241971506323786,0.27064662246954874,0.3928030169301684,67.99087575189934,False,False,False
experiment,EC1,sim4,template1,0.37022989653307214,0.1389684502544103,0.06959132628582966,0.35381314388996254,67.32673708273668,False,False,False
experiment,EC1,sim4,template3,0.1195097372712735,0.37856062747134755,0.40857461225824504,0.2956584904700681,33.304025514704264,False,False,False
experiment,EC1,sim1,template1,0.29345661345329027,0.10517271025845981,0.004960519321239595,0.2995657235737066,97.51547026918321,False,False,False
experiment,EC1,sim2,template3,0.4501413154706618,0.10891534802633368,0.2619182019776368,0.3556944366599543,131.9795316379791,False,False,False
experiment,EC1,sim1,template1,0.21346724585953056,0.26278822531467966,0.3464368114782142,0.267932961659651,63.249126558693895,False,False,False
experiment,EC1,sim1,template1,0.11699822133938657,0.05185104734361902,0.10278999963600677,0.2546993108046156,123.34549000500783,False,False,False
experiment,EC1,sim2,template3,0.4160052247330132,0.05136379385664794,0.1423655475564807,0.343920653815337,63.255327651383176,False,False,False
experiment,EC1,sim3,template2,0.21743288043061845,0.4947865928761727,0.5429522886702617,0.37691458007685236,125.59709929043561,False,False,False
experiment,EC1,sim4,template3,0.10977610432800618,0.49252846159084207,0.47475225332784793,0.4135022272993556,173.81806578396998,False,False,False
experiment,EC1,sim2,template2,0.26576600743651574,0.4132883182067771,0.4283898327305242,0.3513349688755877,177.47664274761962,False,False,False
experiment,EC1,sim4,template3,0.29964346178464346,0.13202265623197548,0.2382891326014191,0.2571425433556073,94.06641203544366,False,False,False
experiment,EC1,sim1,template2,0.552256045793085,0.1265609105896723,0.15153586353942966,0.4595130090533399,62.27405046991049,True,False,False
experiment,EC1,sim1,template2,0.4251959895219054,0.0317821966239319,0.08199604779642124,0.31301609463816477,76.69928336237275,False,False,False
experiment,EC1,sim2,template3,0.28369918568889924,0.23380227052156313,0.09666222069435461,0.2592848962031631,80.17778107318661,False,False,False
experiment,EC1,sim1,template1,0.27396915505046743,0.10243618109774114,0.04966443304735002,0.2680391306061466,55.05662941355987,False,False,False
experiment,EC1,sim4,template1,0.4285477481728839,0.4014079470591721,0.3054336790140206,0.41513515495727615,33.28489353632002,False,False,False
experiment,EC1,sim2,template2,0.17364603119972946,0.49178523483828657,0.41275066056911486,0.3350466016149159,175.01894837089617,False,False,False
experiment,EC1,sim1,template3,0.11067190550535083,0.532450603092621,0.5051978432519977,0.3891326274228105,19.249796809230727,False,False,False
experiment,EC1,sim2,template2,0.3834593351413483,0.2747526384535321,0.28663642333881467,0.34619035945958354,32.141178109471205,False,False,False
experiment,EC10,sim4,template3,0.18140742714383262,0.17430481039176332,0.34478769526497516,0.2574109250583288,30.60854803205272,False,False,False
experiment,EC10,sim1,template3,0.42153919602720585,0.10465583909336738,0.2592126542024265,0.3283550756066345,84.27416747219458,False,False,False
experiment,EC10,sim2,template2,0.3447936059762115,0.08377834154246096,0.3865688021464979,0.3356062354247331,66.88784964278645,False,False,False
experiment,EC10,sim1,template1,0.31987060897061115,0.27454146179287314,0.42999882920137467,0.36802927072483466,130.13937817948838,False,False,False
experiment,EC10,sim1,template3,0.46092415646605456,0.1740701597401257,0.24699803806982293,0.32592956133718215,95.23445334050079,False,False,False
experiment,EC10,sim1,template3,0.3978389530025404,0.1796462621952794,0.3073431046475096,0.37651281852806523,92.43848771542977,False,False,False
experiment,EC10,sim2,template3,0.254222780559016,0.3657159012061541,0.38723782005430746,0.31883744398755415,30.674289064300282,False,False,False
experiment,EC10,sim1,template3,0.15505063672395725,0.009793007127925017,0.3379821227767814,0.32540820718463875,63.40602157170822,False,False,False
experiment,EC10,sim2,template3,0.3537001542170801,0.05779666213440658,0.25022271668627505,0.2752382270037838,95.90419350462972,False,False,False
experiment,EC10,sim3,template1,0.15035802875295554,0.4135075164617088,0.41018181547235893,0.3416880858695887,178.52775830222896,False,False,False
experiment,EC10,sim2,template2,0.3457845863008471,0.18137837082658087,0.3587959565211552,0.2924541016196116,57.259638315656645,False,False,False
experiment,EC10,sim2,template1,0.22070011915753038,0.12405589528781821,0.34502562995625075,0.33649073586412775,126.61069638079714,False,False,False
experiment,EC10,sim4,template1,0.16985469626262206,0.5587147385721675,0.37815636839324424,0.3503703311532619,17.88126323289629,False,True,False
experiment,EC10,sim2,template1,0.03486096016078201,0.16269159513090775,0.407444513395139,0.35138452038953527,46.64626469839106,False,False,False
experiment,EC10,sim1,template3,0.2517498273032756,0.1544768243795385,0.3331752988588468,0.26089740073161144,50.402596786143995,False,False,False
experiment,EC10,sim1,template3,0.27054904652006617,0.23832586546772414,0.39017948342178504,0.3245666201743026,48.874184001428695,False,False,False
experiment,EC10,sim1,template3,0.2950931303983126,0.03871633363204977,0.30471848899712295,0.29962027198561403,73.99466067576014,False,False,False
experiment,EC10,sim4,template1,0.28079726572970365,0.0024019095996614492,0.30869519374829324,0.30205178243511327,127.97404535030341,False,False,False
experiment,EC10,sim4,template2,0.0709558676795774,0.3451191691181461,0.050540145264762984,0.267010154532744,66.0873120414427,False,False,False
experiment,EC10,sim4,template1,0.29605405480297353,0.14723959424440786,0.3288906988630319,0.3199984653423032,143.84803714108813,False,False,False
experiment,EC10,sim1,template3,0.3197575752137321,0.2875738349592902,0.4011937456037043,0.3443838349186267,47.68792084788942,False,False,False
experiment,EC10,sim4,template2,0.21438715017915183,0.03775903346899363,0.3284348079807981,0.2918823569592081,115.65975401251589,False,False,False
experiment,EC10,sim1,template3,0.16158378605343957,0.3107958774512959,0.3310336976706477,0.26300664256795847,156.62860205336344,False,False,False
experiment,EC10,sim1,template3,0.5029514235086854,0.5242265294342595,0.5579472327311931,0.540078461049417,39.11574386132585,False,True,True
experiment,EC10,sim1,template2,0.3741259359692782,0.14527530601124372,0.28300944606694023,0.3264967270594387,81.09968391980686,False,False,False
experiment,EC10,sim2,template2,0.3337397738592568,0.057564943990348644,0.28363216319963364,0.28028482906120866,96.86833208883584,False,False,False
experiment,EC10,sim1,template2,0.33554098489698836,0.15271136391025275,0.27983994366543263,0.32824583631622095,82.94958811281795,False,False,False
experiment,EC10,sim1,template3,0.345643678357536,0.19924706309513818,0.12772146872670556,0.24767313370112062,73.98547739367315,False,False,False
experiment,EC10,sim2,template3,0.350917766188565,0.18715184548529407,0.4065614787093691,0.3201900413001157,124.81214570839937,False,False,False
experiment,EC10,sim1,template3,0.25942439820196767,0.23457129996135692,0.21837439579796825,0.3057360530748648,95.14360098167006,False,False,False
experiment,EC10,sim1,template3,0.13996003792726375,0.021775882105427986,0.31829854675573377,0.29881223033560006,65.91193675556092,False,False,False
experiment,EC10,sim3,template1,0.08865454330894577,0.06765805427142028,0.277256337634398,0.2464142742275848,127.62145810043313,False,False,False
experiment,EC10,sim2,template2,0.32405093615112496,0.3078708717495542,0.16591921055803,0.29731163940782857,67.93312778562026,False,False,False
experiment,EC10,sim2,template3,0.2523592762259033,0.41203998252362684,0.09477220639394307,0.330784839990348,57.35683085408483,False,False,False
experiment,EC10,sim1,template2,0.35455098223318116,0.14430685430172524,0.3092408395302891,0.33441838594567563,81.01762487188104,False,False,False
experiment,EC10,sim4,template2,0.05448348161704684,0.2334911729448679,0.40867834801603026,0.3409563668866124,32.071039517976985,False,False,False
experiment,EC10,sim1,template2,0.3587033455616288,0.21662646476842082,0.42089228832444037,0.35225853467943713,44.70459842370399,False,False,False
experiment,EC10,sim1,template3,0.24986660262629676,0.0731601278996353,0.427998402210816,0.33117334268054716,59.70258928427413,False,False,False
experiment,EC10,sim4,template1,0.3968026774279317,0.04964751376736199,0.3422665990031746,0.29019693951026887,43.6559627623355,False,False,False
experiment,EC10,sim1,template3,0.28078321752647584,0.048140162380301,0.35582783879450314,0.3528362702106324,71.8925210602737,False,False,False
experiment,EC10,sim1,template3,0.3197575752137322,0.28757383495929045,0.4011937456037043,0.3443838349186264,47.68792084788942,False,False,False
experiment,EC10,sim4,template3,0.15383133682379146,0.310855169445888,0.4409842285201888,0.34142512591833507,156.76386036585484,False,False,False
experiment,EC10,sim2,template3,0.40652231492610286,0.14256533845099048,0.30791682223368916,0.3322119302370402,91.2742111938302,False,False,False
experiment,EC10,sim4,template2,0.13229333669612653,0.1832271823351114,0.340579605565136,0.2874643714806965,44.44846001067369,False,False,False
experiment,EC10,sim2,template1,0.10009075924810733,0.12755121012009954,0.29234067706835576,0.2843301783663795,77.47268262020617,False,False,False
experiment,EC10,sim2,template1,0.03673296545881695,0.3828166423081118,0.368400933558904,0.32611448307324403,16.057393608098018,False,False,False
experiment,EC10,sim1,template3,0.27483642776972045,0.21085575245419289,0.48235216331344716,0.392338703591595,126.77139697919887,False,False,False
experiment,EC10,sim3,template2,0.2796001046027383,0.42320487451645217,0.4041454940724353,0.34076335537953667,139.2350258691227,False,False,False
experiment,EC10,sim2,template1,0.30204668486827213,0.3517514621588574,0.0492103826661501,0.28907859778723044,111.34210866340423,False,False,False
experiment,EC10,sim4,template3,0.3726617323161587,0.12833666604681077,0.28450031427715355,0.31163018681285926,63.907383801134465,False,False,False
experiment,EC10,sim2,template1,0.03425294222159766,0.15654839692033648,0.37062145976727867,0.3354230211931406,43.45955674248017,False,False,False
experiment,EC10,sim4,template3,0.2919112725308292,0.19821887791480483,0.3466144656983044,0.29825635899889524,35.145017675321874,False,False,False
experiment,EC10,sim4,template1,0.5160431228860932,0.3188030360283026,0.2569292610080294,0.394251362955827,101.12525888141725,False,False,False
experiment,EC10,sim1,template2,0.3808626924880986,0.34246689898139454,0.39422463072726277,0.32626718331253785,29.73743542091883,False,False,False
experiment,EC10,sim3,template3,0.15576633310872276,0.43608362413699164,0.30125248382189507,0.36161228717224647,14.147236381314196,False,True,False
experiment,EC10,sim4,template1,0.38251804200285977,0.29223333669494644,0.3152589734086852,0.3244058838758575,163.44164141705377,False,False,False
experiment,EC10,sim4,template3,0.2000851337631338,0.23486864741136396,0.4194802434743407,0.32845756522884934,149.18066240959246,False,False,False
experiment,EC10,sim4,template1,0.1395669595827734,0.1916364454478424,0.21700457520772604,0.29452293950744557,101.45634438378758,False,False,False
experiment,EC10,sim1,template3,0.24142471152631068,0.2778319787542206,0.11502045326473728,0.26960451465008967,73.17601039109697,False,False,False
experiment,EC10,sim1,template1,0.29602899003535293,0.24350390024886473,0.32270031495476403,0.32732108502139917,130.51550389109948,False,False,False
experiment,EC10,sim1,template2,0.4490244774757611,0.22792817131581553,0.427004494397181,0.32556370206201474,138.32741562070044,False,False,False
experiment,EC10,sim2,template2,0.3931669612923295,0.19428583971080268,0.43666481033044885,0.3713211679337918,60.73562426754425,False,False,False
experiment,EC10,sim1,template3,0.2807832175264759,0.04814016238030103,0.3558278387945032,0.35283627021063235,71.8925210602737,False,False,False
experiment,EC10,sim1,template3,0.4116109911934401,0.09932554515132927,0.24723724646068201,0.29219747693480036,86.75610892655415,False,False,False
experiment,EC10,sim1,template3,0.09799570417280365,0.32149554042230366,0.2263550233614179,0.25447043078188963,3.285584329220438,False,False,False
experiment,EC10,sim2,template3,0.23856756079944155,0.3679019167630823,0.3339028467457605,0.29085512367208866,159.41166607768798,False,False,False
experiment,EC10,sim1,template3,0.3614082614841525,0.028022019052304434,0.3089304057457927,0.2334715400431359,72.34857147787699,False,False,False
experiment,EC10,sim1,template3,0.39396041133074566,0.061611370762257194,0.42682529311295286,0.34237035650584446,68.04878179751971,False,False,False
experiment,EC10,sim1,template3,0.21348497096437918,0.08903399471389173,0.4217823606964404,0.3474092048189219,57.132630733784254,False,False,False
experiment,EC10,sim1,template3,0.22409788107324202,0.03467101959698041,0.26427146203809726,0.27591081585742266,71.76105492277915,False,False,False
experiment,EC10,sim1,template1,0.37396974690708235,0.2966888788766567,0.30328003016663196,0.28316235022078223,38.8207492449256,False,False,False
experiment,EC10,sim3,template1,0.08453232345818146,0.3260119980704577,0.1300942379755878,0.26911773729126265,82.67972818884299,False,False,False
experiment,EC10,sim2,template2,0.4455124332718522,0.03355371891825737,0.4367584087208819,0.396575885707617,105.84576308285465,False,False,False
experiment,EC10,sim2,template3,0.4586920017882133,0.15736265479498068,0.31056973100371144,0.35237402445450877,94.03354571591572,False,False,False
experiment,EC10,sim1,template3,0.36216596644519056,0.22953712708509205,0.4176375415734235,0.3635422004306594,124.34753160809343,False,False,False
experiment,EC10,sim3,template1,0.29340889307974016,0.2045987302573037,0.15753643931551897,0.31452019257276637,88.94523762300217,False,False,False
experiment,EC10,sim4,template1,0.23127783652511255,0.26474663095894496,0.20438982669280353,0.33536624211756244,83.91578675785588,False,False,False
experiment,EC10,sim1,template2,0.42810333891748326,0.32960197501101185,0.5710270445823536,0.4511850407483433,42.21189080983155,False,False,True
experiment,EC10,sim1,template2,0.023719527678649727,0.5084068040694517,0.1586964165244212,0.3002382686213692,34.963633880997705,False,True,False
experiment,EC10,sim2,template1,0.057765531106336296,0.10606930707865658,0.25250150472532734,0.2980718496196847,71.99309019799301,False,False,False
experiment,ECIT,sim3,template3,0.38597855619061155,0.1654240729616197,0.15813290014234047,0.2735437681928616,,False,False,False
experiment,ECIT,sim1,template3,0.5009353709899864,0.13609520463741445,0.2285490744924386,0.27550103792323594,,False,False,False
experiment,ECIT,sim1,template3,0.30374116257399203,0.2440176863439866,0.14674859108060775,0.22626036595615415,,False,False,False
experiment,ECIT,sim1,template2,0.15262594494056625,0.3080805611117446,0.2932620730794547,0.387872066247894,,False,False,False
experiment,ECIT,sim2,template1,0.3065946100521971,0.09922080138435944,0.10937640434108113,0.28843990881610143,,False,False,False
experiment,ECIT,sim1,template3,0.364194970138765,0.1227264139390396,0.04100633488292767,0.3468635105210926,,False,False,False
experiment,ECIT,sim2,template3,0.1353637698380612,0.43036580320270645,0.26495932085791174,0.3694531416059884,,False,False,False
experiment,ECIT,sim1,template3,0.037581500150942374,0.17906489777507129,0.25170542440094573,0.28753996304006624,,False,False,False
experiment,ECIT,sim1,template1,0.39358203484821414,0.07652629929482797,0.1258954000337138,0.3405297435984968,,False,False,False
experiment,ECIT,sim3,template1,0.10999978878987132,0.17145016370322538,0.09598992152236714,0.28367499475417746,,False,False,False
experiment,ECIT,sim1,template3,0.4980738151650965,0.12787861639069367,0.17331821090617358,0.32596755011460204,,False,False,False
experiment,ECIT,sim1,template3,0.3562676154938002,0.06471048240872611,0.3032250188993452,0.2653600848280288,,False,False,False
experiment,ECIT,sim1,template1,0.5222722420633947,0.2596913624445405,0.2133739840231537,0.4013218538486028,,True,False,False
experiment,ECIT,sim4,template1,0.32754622420372215,0.46168523760861657,0.17602879600274277,0.42259846448384736,,False,False,False
experiment,ECIT,sim1,template1,0.20167727995589232,0.13664480883574587,0.17246665846205744,0.2901711895388694,,False,False,False
experiment,ECIT,sim3,template2,0.12336312356754162,0.423683626235864,0.30578179989399745,0.34179403604704583,,False,False,False
experiment,ECIT,sim1,template3,0.07633425527239147,0.02700033027537091,0.23052203674489433,0.2555308809057253,,False,False,False
experiment,ECIT,sim2,template2,0.18944431322137878,0.3727638542674475,0.3207599542240726,0.31235685777065875,,False,False,False
experiment,ECIT,sim1,template3,0.32863699758514897,0.17671450417338289,0.39307453043808505,0.2946051945818398,,False,False,False
experiment,ECIT,sim4,template3,0.3682280654101217,0.2636597799671601,0.408028556903949,0.3915821964477992,,False,False,False
experiment,ECIT,sim3,template2,0.09552776985255454,0.5064352366580557,0.1035625389164507,0.3858672420302399,,False,False,False
experiment,ECIT,sim2,template1,0.2991279443189866,0.25575528198882663,0.11364236495877546,0.2831532564036944,,False,False,False
experiment,ECIT,sim3,template3,0.12295963769445958,0.36101568206634704,0.17893667064174387,0.3198012593147655,,False,False,False
experiment,ECIT,sim3,template1,0.23163119948756808,0.30359631342714427,0.03971742974366479,0.36673754130571273,,False,False,False
experiment,ECIT,sim1,template3,0.24382600209835437,0.017118382145086042,0.2551259129531908,0.3748022953566066,,False,False,False
experiment,ECIT,sim4,template1,0.16394495676344098,0.2725818665334585,0.3178663757542976,0.3083301983416541,,False,False,False
experiment,ECIT,sim3,template1,0.13347672426175486,0.2596663179323988,0.1620999938138195,0.29787107991297707,,False,False,False
experiment,ECIT,sim1,template1,0.08122845039892923,0.048474412421671734,0.20336800613745715,0.3695329784227025,,False,False,False
experiment,ECIT,sim1,template2,0.4148993160214559,0.031655698980940374,0.32198650463772555,0.24020683975507112,,False,False,False
experiment,ECIT,sim2,template1,0.1504846549712036,0.36451197374303934,0.020860016012593803,0.4264319507819379,,False,False,False
experiment,ECIT,sim2,template2,0.006514698159272671,0.3112311990862867,0.1682211436123967,0.25054566611980095,,False,False,False
experiment,ECIT,sim1,template3,0.034309407955042316,0.020423424165319563,0.1943279745284204,0.27918383631422133,,False,False,False
experiment,ECIT,sim2,template2,0.22670530531910743,0.3268210311839065,0.09432426654965118,0.2880116790373777,,False,False,False
experiment,ECIT,sim4,template1,0.04221967037472974,0.4373034445981271,0.3998345781211334,0.4392844178986273,,False,False,False
experiment,ECIT,sim2,template3,0.07424906228854711,0.3495637172549967,0.28502877384280195,0.3049705811373072,,False,False,False
experiment,ECIT,sim1,template2,0.035182447045495086,0.12902354467703744,0.16392023010974413,0.2735182328342911,,False,False,False
experiment,ECIT,sim1,template3,0.28737780255466344,0.023484178037514142,0.1527417491585276,0.3497661977448627,,False,False,False
experiment,ECIT,sim2,template1,0.04322533146108293,0.2806202113538344,0.021083180838681683,0.26925757729480965,,False,False,False
experiment,ECIT,sim1,template2,0.1423761218403909,0.17132246406959828,0.2588753140342746,0.2739102209671419,,False,False,False
experiment,ECIT,sim2,template2,0.0661953663123308,0.4701830564454099,0.318713284285067,0.37884295863486656,,False,False,False
experiment,ECIT,sim1,template3,0.2266843841234229,0.24234465124919588,0.1503975769889661,0.267450524389382,,False,False,False
experiment,ECIT,sim1,template3,0.20207020695183184,0.16702982794838567,0.12270931286657445,0.2985679828629559,,False,False,False
experiment,ECIT,sim2,template1,0.0701512051874304,0.23216739698756889,0.06134709067162535,0.2776362003551992,,False,False,False
experiment,ECIT,sim4,template2,0.23770738359433435,0.015479035011913366,0.3562701474692197,0.3866360103118287,,False,False,False
experiment,ECIT,sim1,template1,0.4352229561568049,0.28707583695942807,0.08048301514855638,0.3881415332888622,,False,False,False
experiment,ECIT,sim1,template3,0.2041444105986765,0.07669585704158227,0.14864694595507086,0.2952182544807269,,False,False,False
experiment,ECIT,sim1,template1,0.2524786941731112,0.1519110053494685,0.2235583433800421,0.28313049188518014,,False,False,False
experiment,ECIT,sim2,template2,0.0948746797225305,0.5048494776164852,0.39776486697037144,0.4544109705830417,,False,False,False
experiment,ECIT,sim2,template2,0.07838873643680525,0.38729111895894797,0.15269200575272965,0.31333214373919177,,False,False,False
experiment,ECIT,sim1,template3,0.09421259081107372,0.2663802075687744,0.17750653233681632,0.2966149632151015,,False,False,False
experiment,ECIT,sim2,template2,0.34177747565177746,0.41046556208700097,0.4282808901121706,0.38153290680749324,,False,False,False
experiment,ECIT,sim1,template1,0.2052373967205492,0.06569734227979836,0.15766054578636476,0.38027572534946297,,False,False,False
experiment,ECIT,sim1,template2,0.05744803928930085,0.22521411136516276,0.3494436904320186,0.37289082739140994,,False,False,False
experiment,ECIT,sim3,template1,0.10587822732305054,0.22980803900321245,0.1888168070248594,0.30160050793871035,,False,False,False
experiment,ECIT,sim1,template3,0.3641949701387648,0.12272641393903959,0.04100633488292766,0.3468635105210926,,False,False,False
experiment,ECIT,sim1,template3,0.26158492442499987,0.001565985217554491,0.42955277615315796,0.36424583553427897,,False,False,False
experiment,ECIT,sim1,template2,0.40571624202407264,0.00021867082429873646,0.3545075905058412,0.310263881241347,,False,False,False
experiment,ECIT,sim2,template3,0.2619087354101179,0.42608593158211366,0.17065758542528855,0.37760921536566827,,False,False,False
experiment,ECIT,sim2,template1,0.3065946100521972,0.09922080138435938,0.10937640434108117,0.2884399088161012,,False,False,False
experiment,ECIT,sim1,template1,0.05411407720250084,0.045512133377155796,0.04405229528427366,0.2552339580464333,,False,False,False
experiment,ECIT,sim4,template1,0.30799198559432717,0.31617926719727496,0.4476668524298993,0.3771760445468668,,False,False,False
experiment,ECIT,sim2,template1,0.1843103361599237,0.45033435368861446,0.17590358266887782,0.3773097538514237,,False,False,False
experiment,ECIT,sim1,template2,0.09284375451679848,0.22666954098644085,0.35920924892707756,0.31278958544953467,,False,False,False
experiment,ECIT,sim1,template3,0.058835300952438024,0.2723555781494625,0.29884263549325224,0.505755508389476,,False,False,False
experiment,ECIT,sim2,template3,0.1927613693479657,0.46780051728022903,0.3668338941166228,0.403579276036638,,False,False,False
experiment,ECIT,sim3,template1,0.29627184724933364,0.38664706093675955,0.02668500761425259,0.39575706766589874,,False,False,False
experiment,ECIT,sim1,template1,0.0455658699870686,0.09222610719529153,0.08646729502446314,0.2999015643104138,,False,False,False
experiment,ECIT,sim1,template3,0.295934545477073,0.3149857494037045,0.19019181676965957,0.2794256092004808,,False,False,False
experiment,ECIT,sim2,template3,0.1365047160682933,0.4320931346752055,0.20649647200786284,0.3460918386671696,,False,False,False
experiment,ECIT,sim1,template2,0.08957587355897463,0.12681002094989116,0.34096006212317603,0.3372023768829877,,False,False,False
experiment,ECIT,sim2,template2,0.1772938551991002,0.4432581805628554,0.4311738779316826,0.3543952516058092,,False,False,False
experiment,ECIT,sim4,template3,0.1417737906481453,0.3283507324000185,0.18760633342070795,0.2936714711488604,,False,False,False
experiment,ECIT,sim1,template3,0.17701258232937084,0.03980051221683352,0.3845516342364585,0.3668950143988828,,False,False,False
experiment,ECIT,sim2,template3,0.0711970576857932,0.40076144269236896,0.23908844243598792,0.33300196949412453,,False,False,False
experiment,ECIT,sim1,template3,0.17287593554145628,0.28496359939846483,0.25666600797121975,0.3709182200027231,,False,False,False
experiment,ECIT,sim2,template2,0.4382059372095776,0.330929849973945,0.3442014159343361,0.36076519588933426,,False,False,False
experiment,ECIT,sim2,template2,0.20420146237727277,0.342577499439584,0.2546748456550438,0.32424141101575005,,False,False,False
experiment,ECIT,sim1,template2,0.41860306781338324,0.08400582566465443,0.3455570165356862,0.28740666337582027,,False,False,False
experiment,ECIT,sim2,template1,0.17978480398220273,0.3992544681891209,0.20014701314984107,0.48881212167167537,,False,False,False
experiment,ECIT,sim1,template1,0.25247869417311125,0.1519110053494686,0.2235583433800419,0.28313049188517997,,False,False,False
experiment,ECOR,sim4,template3,0.10263851895644395,0.4036951745414938,0.28962030969684627,0.34544500053648197,,False,False,False
experiment,ECOR,sim2,template1,0.5355118242976277,0.054479723569273907,0.2363805627867154,0.407219885102738,,False,False,False
experiment,ECOR,sim2,template1,0.3462580208017079,0.21159987056098822,0.3225311196230002,0.2980817460740874,,False,False,False
experiment,ECOR,sim4,template3,0.21046332136424986,0.5054308642920025,0.34317605658535494,0.4136023779529062,,False,True,False
experiment,ECOR,sim1,template1,0.2901892298517517,0.28667732211112446,0.10255761090920923,0.31239363421960764,,False,False,False
experiment,ECOR,sim2,template1,0.4703515720651301,0.11615803861156698,0.2629392757606954,0.35499779322758307,,False,False,False
experiment,ECOR,sim1,template3,0.4536829307783645,0.3072520915517449,0.09472028270414258,0.3883470258762487,,False,False,False
experiment,ECOR,sim2,template3,0.37594189939722017,0.27767452015927563,0.000790685988747152,0.34341768672253886,,False,False,False
experiment,ECOR,sim2,template1,0.49509656822114667,0.06216732687727161,0.033924012061524664,0.342068519639052,,False,False,False
experiment,ECOR,sim3,template1,0.3371493526688778,0.19198090769508855,0.2044080453516841,0.2892709987316259,,False,False,False
experiment,ECOR,sim1,template1,0.010187629921156151,0.31882195412889947,0.11126899828883142,0.2615177472288705,,False,False,False
experiment,ECOR,sim2,template1,0.3433542127755077,0.2114820148712041,0.015171924748660538,0.2990255048785606,,False,False,False
experiment,ECOR,sim2,template1,0.37911210867327444,0.15118298621427745,0.11343905297104795,0.3125343159083166,,False,False,False
experiment,ECOR,sim2,template3,0.3705434468885068,0.43456971257655674,0.17987023122446197,0.3953455251064882,,False,True,False
experiment,ECOR,sim1,template2,0.3940072861474605,0.058214789747489504,0.3869245054874957,0.2788000206852832,,False,False,False
experiment,ECOR,sim4,template1,0.37170160884045905,0.31730938139862375,0.18495944996637678,0.34256805056794554,,False,False,False
experiment,ECOR,sim1,template3,0.5123568131719708,0.04623343908479294,0.3951629618383605,0.39065908875630645,,False,False,False
experiment,ECOR,sim1,template2,0.25101265415661167,0.35335047810294873,0.02223413716566251,0.3032874584766758,,False,False,False
experiment,ECOR,sim2,template1,0.4280762917168672,0.046494468979971615,0.2665970767298838,0.3653613918273246,,False,False,False
experiment,ECOR,sim1,template3,0.49438647213165277,0.12949000302474836,0.20084430318206944,0.3619058605553995,,False,False,False
experiment,ECOR,sim2,template1,0.5335037856343859,0.10358850165686151,0.23149598086245712,0.42464298406825485,,False,False,False
experiment,ECOR,sim2,template1,0.3924909130831165,0.4336322829513429,0.020091504713803415,0.40510429730922387,,False,False,False
experiment,ECOR,sim2,template1,0.5107284821943725,0.19116696815301923,0.33830581777700436,0.35135747353878694,,False,False,False
experiment,ECOR,sim2,template2,0.3279197114353956,0.1882214222035887,0.04270397322408053,0.2709952031695309,,False,False,False
experiment,ECOR,sim1,template3,0.05564143313777496,0.4373563671331152,0.3728985520113233,0.3234404842801288,,False,False,False
experiment,ECOR,sim1,template1,0.18916919548935837,0.32954713525130047,0.14722378894775118,0.27534925695794626,,False,False,False
experiment,ECOR,sim2,template1,0.5268647851563928,0.21352697829434958,0.04686570457043067,0.40233731101579867,,False,False,False
experiment,ECOR,sim1,template3,0.5164792937128534,0.39744536247212325,0.2079030137109281,0.4625340679017009,,False,False,False
experiment,ECOR,sim2,template1,0.4670854321943421,0.14775269677111408,0.1982474820890837,0.3839992420638374,,False,False,False
experiment,ECOR,sim1,template3,0.31060035543584374,0.43684952948797157,0.16311239039024933,0.3805862903752316,,False,False,False
experiment,ECOR,sim2,template1,0.37763818710374136,0.2889587043327775,0.07668684925528206,0.3222768898612462,,False,False,False
experiment,ECOR,sim3,template3,0.17414236227368687,0.43043750483931476,0.027855406124786014,0.3660205085216772,,False,False,False
experiment,ECOR,sim2,template1,0.4075149303687455,0.17052372575575356,0.2707990107899239,0.31941151181416555,,False,False,False
experiment,ECOR,sim3,template1,0.05160138584156291,0.322132545809038,0.053836772934076495,0.22026171601522412,,False,False,False
