dataset,station,sim,template,rX,rY,rMag,rVec,dAz,passX,passY,passMag
experiment,ECOR,sim2,template1,0.3695955059900057,0.39222202653550764,0.01335389576890451,0.40455064724512796,,False,False,False
experiment,ECOR,sim2,template1,0.5009166002635513,0.031078776840376354,0.24513257038776345,0.3745916478019043,,False,False,False
experiment,ECOR,sim1,template3,0.41705902419382873,0.05879210070958279,0.3288623014318137,0.31334502431645506,,False,False,False
experiment,ECOR,sim2,template1,0.3860972778937773,0.3198497526224754,0.0435122301500657,0.3784722733152168,,False,False,False
experiment,ECOR,sim1,template2,0.04660531767223479,0.5347380849327117,0.3510026776158256,0.33148499233442147,,False,True,False
experiment,ECOR,sim2,template3,0.4859650545786073,0.07223385616337866,0.3357710741485119,0.38432343426001736,,True,False,False
experiment,ECOR,sim2,template1,0.4087419475067613,0.15590315159570214,0.16373478807218,0.31591103981261,,False,False,False
experiment,ECOR,sim1,template3,0.04311589070102946,0.26160895289821556,0.0797063363590975,0.22379264249763808,,False,False,False
experiment,ECOR,sim1,template3,0.5730828656660522,0.35519859560583894,0.42608421836756916,0.4499336837501921,,True,False,False
experiment,ECOR,sim2,template1,0.5333619667824826,0.23167448870160162,0.043443096271414156,0.43989909564677,,False,False,False
experiment,ECOR,sim1,template3,0.3114697507827841,0.36557812217401464,0.011802764371066997,0.32448923569430127,,False,False,False
experiment,ECOR,sim4,template3,0.1596334566118004,0.43890667049700033,0.264080219793783,0.3329637552489611,,False,False,False
experiment,ECOR,sim2,template1,0.4617983022455226,0.2522190702371299,0.001006415446859582,0.38315372453863106,,False,False,False
experiment,ECOR,sim1,template3,0.36096323509403716,0.30608960137181324,0.05897935423488644,0.3379146020390629,,False,False,False
experiment,ECOR,sim2,template1,0.1462712823217077,0.3243295786256506,0.09593335960117197,0.290233765202824,,False,False,False
experiment,ECOR,sim1,template3,0.6143509406781712,0.18899189833719698,0.5572946359292046,0.5105893277372936,,True,False,False
experiment,ECOR,sim2,template1,0.40874194750676124,0.15590315159570214,0.16373478807218006,0.31591103981260993,,False,False,False
experiment,ECOR,sim2,template1,0.5428713527468955,0.14150787692045028,0.23903812728625543,0.4672281869049759,,False,False,False
experiment,ECOR,sim1,template2,0.4146648744546767,0.27530359292879053,0.0373416720586567,0.3495384617200081,,False,False,False
experiment,ECOR,sim3,template2,0.06178428586484694,0.5593568357559594,0.5814814858712272,0.4336178675344143,,False,True,True
experiment,ECOR,sim1,template1,0.2641307824133218,0.38816580911755655,0.025384241049553887,0.34637962810056233,,False,False,False
experiment,ECOR,sim4,template3,0.3666551709512053,0.3388773563525671,0.20191149211340878,0.349545533572467,,False,False,False
experiment,ECOR,sim1,template3,0.4050669646359496,0.1055481647248331,0.21673484792825776,0.3220999226289265,,False,False,False
experiment,ECOR,sim2,template1,0.4424860864262691,0.011756211837482431,0.356379336994382,0.305278071154283,,False,False,False
experiment,ECOR,sim1,template3,0.17908386874870338,0.5300964866267533,0.2283607412674526,0.4034302393038578,,False,True,False
experiment,ECOR,sim2,template2,0.5352395040224748,0.35123676197587095,0.3076950977437957,0.47180222290319623,,True,False,False
experiment,ECOR,sim2,template1,0.5302131208361126,0.0672809126031664,0.2545080593803487,0.3294407125512084,,False,False,False
experiment,ECOR,sim4,template3,0.5120121539311208,0.536457451145979,0.13178463017203698,0.5227370488433444,,False,True,False
experiment,ECOR,sim2,template1,0.0684895440187043,0.554083383952272,0.08131499189746744,0.48899115890784345,,False,True,False
experiment,ECOR,sim1,template3,0.2057991210684117,0.3569926722037252,0.04912700600712559,0.31024190875147084,,False,False,False
experiment,ECOR,sim2,template1,0.45156022129383505,0.007900061036754665,0.15823636232692204,0.2947607464945735,,False,False,False
experiment,ECOR,sim2,template1,0.3433542127755079,0.2114820148712043,0.015171924748660515,0.2990255048785607,,False,False,False
experiment,ECOR,sim4,template1,0.088969959246283,0.46010835909562653,0.26144694750644143,0.30752380125940537,,False,False,False
experiment,ECOR,sim4,template3,0.17784575750273396,0.5000340673606227,0.25299515970807335,0.39834538330900726,,False,True,False
experiment,ECOR,sim2,template1,0.45076245990598124,0.26325052466039567,0.32439449348468774,0.36119075627748315,,False,False,False
experiment,ECOR,sim3,template1,0.26569287525491286,0.3832736814926875,0.06568241839532409,0.31030286747842956,,False,False,False
experiment,ECOR,sim2,template1,0.48151242402208816,0.06273762092864561,0.25271853687771706,0.3516310142466536,,False,False,False
experiment,ECOR,sim2,template2,0.3506706718952654,0.26407073113745927,0.00692056448478065,0.3087868502098824,,False,False,False
experiment,ECOR,sim4,template3,0.4074702704626864,0.17871363092132275,0.09149994471071517,0.34171805019391105,,False,False,False
experiment,ECOR,sim2,template1,0.4157138274467752,0.14521964111297683,0.07741606146095936,0.2981346303618336,,False,False,False
experiment,ECOR,sim3,template3,0.13147497204116246,0.4008031446169766,0.30606243077576534,0.3531157655794292,,False,False,False
experiment,ECOR,sim4,template3,0.2026967088261266,0.6563295880536856,0.29700665364435813,0.5407951515368676,,False,True,False
experiment,ECOR,sim3,template1,0.4270132148192988,0.22477559096415162,0.38364310205722957,0.3358592386290589,,False,False,False
experiment,ECOR,sim2,template2,0.3040422198612861,0.38902611097163237,0.05735967787884798,0.350738918107031,,False,False,False
experiment,ECOR,sim4,template3,0.15580389051940396,0.31637349256533764,0.18804025207899805,0.2825089168930529,,False,False,False
experiment,ECOR,sim2,template3,0.3948837661645537,0.38313868150224434,0.05594405230758978,0.38293324162635123,,True,False,False
experiment,EMAS,sim4,template3,0.45215260897726284,0.0015792844193477818,0.3274608056272288,0.3157546261388259,41.42972192129174,False,False,False
experiment,EMAS,sim3,template1,0.36145090392289614,0.4055511208994156,0.4938321906495982,0.38065774319897244,76.14104369427633,False,False,False
experiment,EMAS,sim4,template1,0.29412235771765566,0.27548960469064443,0.0534480950447883,0.2857240108030586,77.91215795633578,False,False,False
experiment,EMAS,sim2,template1,0.1856410918523849,0.4041292450676005,0.2061807291054164,0.32079916777029066,144.72216341639867,False,False,False
experiment,EMAS,sim4,template1,0.35825312560952793,0.1513339846926728,0.0716760443670804,0.3258628868394723,126.31187432023607,False,False,False
experiment,EMAS,sim2,template2,0.4038570668749318,0.27095394685580765,0.3941605505161656,0.3909995178774532,135.20247221530096,False,False,False
experiment,EMAS,sim4,template2,0.4614634898312701,0.2692040053956964,0.4604507573146209,0.35352817742797193,101.34985551234557,False,False,False
experiment,EMAS,sim4,template2,0.19780515706023313,0.487778341400999,0.462358056708999,0.4017571140547481,113.53492475682991,False,False,False
experiment,EMAS,sim2,template1,0.3393786676044335,0.17104103872517426,0.41929511216914567,0.29081965624658235,55.555133897899395,False,False,False
experiment,EMAS,sim3,template3,0.45775159191159454,0.26341093046699776,0.1501303685407625,0.3612348175065864,178.93293238020155,False,False,False
experiment,EMAS,sim4,template1,0.41690071994085487,0.06957879771689043,0.373170065136035,0.3223289499691585,130.56131384843607,False,False,False
experiment,EMAS,sim2,template2,0.5573499475583314,0.10711877008992822,0.4796222468729056,0.43720437544882834,139.14579895095417,True,False,True
experiment,EMAS,sim4,template3,0.28374256881040233,0.3645983326442762,0.3715552129772595,0.3272832425294604,93.23421674639098,False,False,False
experiment,EMAS,sim4,template3,0.21464704116632474,0.35266126347579707,0.36312243996612514,0.28994981889366683,81.1505648339389,False,False,False
experiment,EMAS,sim2,template2,0.3486889918043182,0.2986626763489838,0.12655979174695522,0.3296663346506152,2.8320695230742494,False,False,False
experiment,EMAS,sim2,template1,0.03056583194479465,0.45646359904130185,0.29044296653783713,0.3314005171425387,117.90847449556517,False,False,False
experiment,EMAS,sim2,template1,0.5743102037752517,0.044353042313291915,0.35717521727847973,0.4316702460128231,28.29444265916914,True,False,False
experiment,EMAS,sim4,template3,0.46817166509002994,0.31767777879714076,0.49648496932428093,0.4031458968203077,74.37932131237946,False,False,False
experiment,EMAS,sim4,template2,0.1458167159321674,0.28144095131263197,0.0610957097997666,0.2252234308724256,21.218181963441218,False,False,False
experiment,EMAS,sim2,template1,0.18356039227961188,0.35842296244706906,0.030872433914710135,0.2860812014657975,31.549165666929387,False,False,False
experiment,EMAS,sim2,template1,0.2536983980291528,0.06037952471509759,0.21351142018765673,0.20022728959921604,136.67986616126913,False,False,False
experiment,EMAS,sim2,template1,0.45102123775853686,0.05019779663179485,0.25928024653592685,0.3437912925636708,38.11230462175047,False,False,False
experiment,EMAS,sim4,template1,0.37087458201816653,0.24236525776485746,0.4674896355907943,0.3058726660670752,77.16505998366063,False,False,False
experiment,EMAS,sim3,template1,0.33821432072283447,0.20045137402156957,0.18387731105393143,0.27383854331383684,0.35777388389576004,False,False,False
experiment,EMAS,sim2,template1,0.06996217518923646,0.3710281046118575,0.12639345441105096,0.2806774461214703,131.36285367537192,False,False,False
experiment,EMAS,sim2,template1,0.3470436435343164,0.21964741888928288,0.1504747563755237,0.29656697795734255,177.64240146664645,False,False,False
experiment,EMAS,sim2,template1,0.5808593562097956,0.011198714335598499,0.40792497579119763,0.438617330443228,31.528466029450907,True,False,False
experiment,EMAS,sim4,template3,0.24974138263980047,0.23507715920513844,0.2985267717900096,0.24351290197606976,79.76568424128932,False,False,False
experiment,EMAS,sim4,template3,0.48022762889036347,0.08475398667606245,0.4611967935336227,0.4722263133892048,39.64656205904755,False,False,False
experiment,EMAS,sim2,template2,0.38475298370163197,0.00853086295879806,0.3270767975873038,0.30194117849753516,33.33556521296613,False,False,False
experiment,EMAS,sim4,template3,0.27920924505843636,0.3800884765416276,0.009242893715339661,0.32850109599983157,170.5949536159419,False,False,False
experiment,EMAS,sim3,template2,0.26999455964330177,0.4580135669858683,0.4869782805881908,0.391917041203804,82.95378572026998,False,False,False
experiment,EMAS,sim4,template3,0.2808044923378749,0.3606630383782455,0.40908348423291924,0.31858415188287326,91.60362011620268,False,False,False
experiment,EMAS,sim3,template1,0.2863432784459607,0.33158549933032916,0.042480583364404974,0.31280241209571685,24.620761921120565,False,False,False
experiment,EMAS,sim4,template2,0.2656548109466576,0.25156621030482096,0.03015244203865212,0.25782658895005317,4.470051535142197,False,False,False
experiment,EMAS,sim2,template1,0.37448878263877033,0.06470490667247042,0.29963932046779573,0.2820861802353852,40.21342934260436,False,False,False
experiment,EMAS,sim2,template1,0.11234823764810915,0.3340995003044018,0.025185451457676495,0.23261330591629534,36.915308317071144,False,False,False
experiment,EMAS,sim4,template1,0.33989967533690635,0.40454768165786115,0.3027170376163142,0.37038947204673206,91.30399746578382,False,False,False
experiment,EMAS,sim2,template1,0.49071918963377686,0.05349984360687646,0.34370439175488965,0.3674210806464639,24.953392695342515,False,False,False
experiment,EMAS,sim2,template1,0.4224419661345326,0.24012375355459775,0.2801984401243682,0.357408700557335,174.27472260466052,False,False,False
experiment,EMAS,sim4,template3,0.5901725992756391,0.3274470195125281,0.5576053741991296,0.5729626679320864,31.753690360523297,False,False,False
experiment,EMAS,sim2,template2,0.37946840318611164,0.21148755397993588,0.3836343555231944,0.3181902463600769,58.86261111378722,False,False,False
experiment,EMAS,sim3,template1,0.3077547569299114,0.06350372551280176,0.2672506991337137,0.24071191017721472,41.45110951463137,False,False,False
experiment,EMAS,sim2,template1,0.31887621262971394,0.19800171159938162,0.25757789745286586,0.26892048907893995,115.15908096501198,False,False,False
experiment,EMAS,sim2,template2,0.33368891685224633,0.305460486758799,0.07380042020375005,0.3194728642145716,11.842339406218104,False,False,False
experiment,EMAS,sim3,template1,0.23908341092342575,0.26035836289778497,0.023862468560274595,0.2540175477701761,28.011162663213874,False,False,False
experiment,EMAS,sim2,template2,0.4403633731500614,0.16575546677503342,0.25278435169206037,0.3395949499752435,13.170589762990588,False,False,False
experiment,EMAS,sim4,template3,0.20318261339078852,0.45656893776806223,0.1992367028521588,0.43391782147333446,140.7472751148181,False,False,False
experiment,EMAS,sim4,template3,0.5337365640866512,0.24580612318768263,0.5216150914132279,0.3920756669161352,70.31059036109278,False,False,False
experiment,EMAS,sim2,template2,0.31850987507918577,0.24784172353451528,0.429844764736737,0.28660953051900084,108.78732570943954,False,False,False
experiment,EMAS,sim2,template1,0.07252045876821622,0.4050864765544947,0.22464547248002126,0.2602188394807482,71.6085734896058,False,False,False
experiment,EMAS,sim2,template3,0.14681044152859177,0.5053599460066895,0.40466489715773785,0.37614586433700237,107.69667449903936,False,False,False
experiment,EMAS,sim3,template3,0.5101593338146848,0.051139792489099827,0.3855007238602962,0.35152737872307904,38.93562388476767,False,False,False
experiment,EMAS,sim3,template1,0.3673239684634227,0.05833507704153481,0.20968186799030686,0.2549616846807921,21.717628360873658,False,False,False
experiment,EMAS,sim4,template1,0.0964102451397722,0.4255352485579175,0.32750484515987266,0.30885277864622446,61.680680556348015,False,False,False
experiment,EMAS,sim2,template2,0.3734011230021865,0.32646827669438405,0.4615423477986749,0.3552064512035832,74.07869134178671,False,False,True
experiment,EMAS,sim4,template3,0.12247013217189005,0.3877461090717232,0.1810510398081302,0.3000508615791909,147.24355491674518,False,False,False
experiment,EMAS,sim4,template2,0.42182673540409676,0.06379196658612994,0.35666984501060817,0.3363450631105306,49.10139679695019,False,False,False
experiment,EMAS,sim4,template1,0.32193731280484505,0.15818781380566926,0.15470026092889694,0.27219741007326415,20.163310962971313,False,False,False
experiment,EMAS,sim4,template1,0.32021360068974525,0.2908631712721308,0.14676887781850476,0.31213109103719083,168.75984367177807,False,False,False
experiment,EMAS,sim4,template3,0.02982330140085063,0.4386586288595952,0.20101204142683085,0.2944981046662579,136.1301782690971,False,False,False
experiment,EMAS,sim4,template3,0.4681716650900295,0.3176777787971406,0.4964849693242809,0.4031458968203076,74.37932131237946,False,False,False
experiment,EMAS,sim3,template1,0.1470835399043237,0.33035800951425476,0.24201431959153144,0.25070323179927806,85.30818728883762,False,False,False
experiment,EMAS,sim3,template1,0.13205443633248098,0.4653120460920328,0.26936750830541584,0.34869999971498505,105.31217052468435,False,False,False
experiment,EMAS,sim3,template2,0.4322296285112671,0.11642655051694291,0.3927218454289819,0.34160878636384473,134.21993755138323,False,False,False
experiment,EMAS,sim3,template3,0.2818881086661576,0.31270185013423196,0.001247268298385283,0.29935265316501375,161.97247610677684,False,False,False
experiment,EMAS,sim3,template1,0.390715340286349,0.10076417791269218,0.3932832736798499,0.3097353303687675,41.63066694134789,False,False,False
experiment,EMAS,sim4,template2,0.12118139428229455,0.39024865248060675,0.162465304356503,0.30009684716456403,147.67826451033574,False,False,False
experiment,EMAS,sim2,template1,0.39519133845034604,0.27814398683445396,0.34978544599428524,0.35349961450689593,115.7287325002499,False,False,False
experiment,EMAS,sim4,template3,0.42745521887483734,0.25567711308475705,0.45586876788234365,0.3406820163735399,104.99905263084807,False,False,False
experiment,EMAS,sim4,template1,0.13151478001911218,0.5233775329454021,0.41134440466456945,0.37261585948152187,116.35265748091639,False,False,False
experiment,EMAS,sim3,template1,0.30427101660803685,0.30038312232539577,0.02734293479657566,0.30175045991403854,168.50784293437115,False,False,False
experiment,EMAS,sim2,template1,0.20004648153251411,0.3003560934635465,0.28600193745656793,0.2490111310413678,92.60346273315236,False,False,False
experiment,EMAS,sim2,template2,0.4403633731500614,0.16575546677503333,0.2527843516920608,0.3395949499752433,13.170589762990586,False,False,False
experiment,EMAS,sim3,template1,0.04586905972058109,0.6058757006334702,0.016772973768393807,0.4182380897201208,54.901752869599704,False,True,False
experiment,EMAS,sim3,template1,0.14553560534106075,0.37355238607059466,0.26285419568061935,0.29032527360218796,101.10750462243459,False,False,False
experiment,EMAS,sim3,template3,0.2709925919879933,0.21631172465151166,0.06711026034373144,0.24231558087004987,172.7557046783513,False,False,False
experiment,EMAS,sim4,template1,0.27849697266215934,0.19682011426114104,0.119162111108455,0.24592792944688444,8.936139675561364,False,False,False
experiment,EMAS,sim3,template2,0.49915630240598746,0.20280942532639654,0.22628576178297644,0.3700875014449681,171.17685681842903,False,False,False
experiment,EMAS,sim4,template3,0.2213320387718952,0.4431200698071099,0.43259642808567245,0.35147417901936934,74.23676945042,False,False,False
