dataset,station,component,configuration,template,r,snr_db,snr_lin
ingv,EEC1,vec,sim1,template2,0.428,0.385,1.0454
ingv,EEC1,vec,sim1,template2,0.4029,-0.82,0.9099
ingv,EEC1,vec,sim1,template2,0.3783,0.522,1.0619
ingv,EEC1,vec,sim1,template2,0.3964,-0.939,0.8976
ingv,EEC1,vec,sim1,template2,0.373,3.873,1.5619
ingv,EEC1,vec,sim1,template2,0.3845,1.519,1.1911
ingv,EEC1,vec,sim1,template2,0.3859,-1.559,0.8357
ingv,EEC1,vec,sim1,template2,0.3951,2.461,1.3276
ingv,EEC1,vec,sim1,template2,0.3847,3.293,1.461
ingv,EEC1,vec,sim1,template2,0.4061,4.767,1.7313
ingv,EEC1,vec,sim1,template2,0.3873,11.534,3.7732
ingv,EEC1,vec,sim1,template2,0.406,-0.63,0.93
ingv,EEC1,vec,sim1,template2,0.383,-1.007,0.8905
ingv,EEC1,vec,sim1,template2,0.429,-0.279,0.9684
ingv,EEC1,vec,sim1,template2,0.4245,1.139,1.1401
ingv,EEC1,vec,sim1,template2,0.3929,-0.416,0.9533
ingv,EEC1,vec,sim1,template2,0.41,-0.717,0.9207
ingv,EEC1,vec,sim1,template2,0.3845,-0.743,0.9181
ingv,EEC1,vec,sim1,template2,0.3889,3.267,1.4567
ingv,EEC1,vec,sim1,template2,0.3809,-2.548,0.7457
ingv,EEC1,vec,sim1,template2,0.3987,-0.857,0.906
ingv,EEC1,vec,sim1,template2,0.3827,-0.135,0.9846
ingv,EEC1,vec,sim1,template2,0.408,0.362,1.0426
ingv,EEC1,vec,sim1,template2,0.3995,-0.795,0.9125
ingv,EEC1,vec,sim1,template2,0.3811,1.181,1.1456
ingv,EEC1,vec,sim1,template3,0.4878,1.199,1.148
ingv,EEC1,vec,sim1,template3,0.401,-0.855,0.9062
ingv,EEC1,vec,sim1,template3,0.4059,-0.07,0.9919
ingv,EEC1,vec,sim1,template3,0.3987,-0.035,0.996
ingv,EEC1,vec,sim1,template3,0.4074,-0.332,0.9625
ingv,EEC1,vec,sim1,template3,0.4023,-0.461,0.9483
ingv,EEC1,vec,sim1,template3,0.4004,0.897,1.1088
ingv,EEC1,vec,sim1,template3,0.3959,0.224,1.0261
ingv,EEC1,vec,sim1,template3,0.4298,1.597,1.2019
ingv,EEC1,vec,sim1,template3,0.4906,-0.039,0.9955
ingv,EEC1,vec,sim1,template3,0.531,6.301,2.0657
ingv,EEC1,vec,sim1,template3,0.4183,1.988,1.2572
ingv,EEC1,vec,sim1,template3,0.3982,0.269,1.0315
ingv,EEC1,vec,sim1,template3,0.3956,6.749,2.175
ingv,EEC1,vec,sim1,template3,0.4088,-2.042,0.7905
ingv,EEC1,vec,sim1,template3,0.3983,0.662,1.0792
ingv,EEC1,vec,sim1,template3,0.5549,9.483,2.9796
ingv,EEC1,vec,sim1,template3,0.4335,-2.166,0.7793
ingv,EEC1,vec,sim1,template3,0.4403,2.62,1.352
ingv,EEC1,vec,sim1,template3,0.4036,1.384,1.1728
ingv,EEC1,vec,sim1,template3,0.5617,8.066,2.531
ingv,EEC1,vec,sim1,template3,0.3982,-1.607,0.8311
ingv,EEC1,vec,sim1,template3,0.4058,-3.909,0.6376
ingv,EEC1,vec,sim1,template3,0.4075,3.493,1.495
ingv,EEC1,vec,sim1,template3,0.4333,1.881,1.2417
ingv,EEC1,vec,sim1,template3,0.4054,2.345,1.31
ingv,EEC1,vec,sim1,template3,0.4653,5.428,1.8681
ingv,EEC1,vec,sim1,template3,0.4013,0.488,1.0578
ingv,EEC1,vec,sim1,template3,0.4055,0.432,1.051
ingv,EEC1,vec,sim1,template3,0.4213,0.607,1.0724
ingv,EEC1,vec,sim1,template3,0.4251,-0.027,0.9969
ingv,EEC1,vec,sim1,template3,0.4415,-0.242,0.9725
ingv,EEC1,vec,sim1,template3,0.4082,0.131,1.0152
ingv,EEC1,vec,sim1,template3,0.4183,-0.462,0.9482
ingv,EEC1,vec,sim1,template3,0.4041,0.366,1.0431
ingv,EEC1,vec,sim1,template3,0.396,-0.228,0.974
ingv,EEC1,vec,sim1,template3,0.436,-1.782,0.8145
ingv,EEC1,vec,sim1,template3,0.4336,-0.033,0.9962
ingv,EEC1,vec,sim1,template3,0.4283,5.005,1.7792
ingv,EEC1,vec,sim1,template3,0.4468,-1.621,0.8297
ingv,EEC1,vec,sim1,template3,0.4682,0.821,1.0992
ingv,EEC1,vec,sim1,template3,0.4046,-0.732,0.9192
ingv,EEC1,vec,sim1,template3,0.3949,1.177,1.1451
ingv,EEC1,vec,sim1,template3,0.4262,-0.595,0.9338
ingv,EEC1,vec,sim1,template3,0.4116,0.183,1.0213
ingv,EEC1,vec,sim1,template3,0.4236,-2.255,0.7713
ingv,EEC1,vec,sim1,template3,0.4501,1.221,1.151
ingv,EEC1,vec,sim1,template3,0.397,0.885,1.1073
ingv,EEC1,vec,sim1,template3,0.4798,-1.522,0.8392
ingv,EEC1,vec,sim1,template3,0.4055,2.805,1.3811
ingv,EEC1,vec,sim1,template3,0.4591,1.992,1.2577
ingv,EEC1,vec,sim1,template3,0.4126,2.97,1.4076
ingv,EEC1,vec,sim1,template3,0.4132,1.957,1.2527
ingv,EEC1,vec,sim1,template3,0.4777,1.424,1.1782
ingv,EEC1,vec,sim1,template3,0.4515,8.448,2.6447
ingv,EEC1,vec,sim1,template3,0.4839,2.53,1.3382
ingv,EEC1,vec,sim1,template3,0.479,4.036,1.5916
ingv,EEC1,vec,sim1,template3,0.4004,4.504,1.6796
ingv,EEC1,vec,sim1,template3,0.4205,-2.067,0.7882
ingv,EEC1,vec,sim1,template3,0.4428,0.704,1.0844
ingv,EEC1,vec,sim1,template3,0.4006,-1.552,0.8363
ingv,EEC1,vec,sim1,template3,0.4105,-1.778,0.8149
ingv,EEC1,vec,sim1,template3,0.4095,1.549,1.1952
ingv,EEC1,vec,sim1,template3,0.4016,0.44,1.052
ingv,EEC1,vec,sim1,template3,0.3989,-0.289,0.9673
ingv,EEC1,vec,sim1,template3,0.5172,2.879,1.393
ingv,EEC1,vec,sim1,template3,0.4802,5.962,1.9865
ingv,EEC1,vec,sim1,template3,0.4117,-0.534,0.9403
ingv,EEC1,vec,sim1,template3,0.4184,0.043,1.005
ingv,EEC1,vec,sim1,template3,0.44,6.904,2.2141
ingv,EEC1,vec,sim1,template3,0.4161,0.822,1.0993
ingv,EEC1,vec,sim1,template3,0.417,1.668,1.2117
ingv,EEC1,vec,sim1,template3,0.4407,4.234,1.6282
ingv,EEC1,vec,sim1,template3,0.3963,-1.486,0.8427
ingv,EEC1,vec,sim1,template3,0.4086,1.607,1.2033
ingv,EEC1,vec,sim1,template3,0.4074,0.595,1.0709
ingv,EEC1,vec,sim1,template3,0.4154,-0.883,0.9033
ingv,EEC1,vec,sim1,template3,0.4117,0.992,1.1209
ingv,EEC1,vec,sim1,template3,0.5205,7.203,2.2915
ingv,EEC1,vec,sim1,template3,0.5479,3.406,1.4801
ingv,EEC1,vec,sim1,template3,0.5302,5.038,1.7861
ingv,EEC1,vec,sim1,template3,0.4941,-1.448,0.8465
ingv,EEC1,vec,sim1,template3,0.4154,-0.075,0.9914
ingv,EEC1,vec,sim1,template3,0.4186,-3.14,0.6967
ingv,EEC1,vec,sim1,template3,0.5049,5.316,1.8441
ingv,EEC1,vec,sim1,template3,0.4016,0.904,1.1097
ingv,EEC1,vec,sim1,template3,0.4037,-0.96,0.8954
ingv,EEC1,vec,sim1,template3,0.3997,1.147,1.1412
ingv,EEC1,vec,sim1,template3,0.4154,-1.207,0.8703
ingv,EEC1,vec,sim1,template3,0.4133,-2.713,0.7317
ingv,EEC1,vec,sim1,template3,0.4055,0.029,1.0033
ingv,EEC1,vec,sim1,template3,0.4008,-2.761,0.7277
ingv,EEC1,vec,sim1,template3,0.4514,2.115,1.2757
ingv,EEC1,vec,sim1,template3,0.4285,0.432,1.051
ingv,EEC1,vec,sim1,template3,0.4215,3.571,1.5085
ingv,EEC1,vec,sim1,template3,0.5466,11.215,3.6369
ingv,EEC1,vec,sim1,template3,0.3981,-0.184,0.979
ingv,EEC1,vec,sim1,template3,0.4082,-0.178,0.9798
ingv,EEC1,vec,sim1,template3,0.4533,-0.638,0.9291
ingv,EEC1,vec,sim1,template3,0.4076,-0.202,0.977
ingv,EEC1,vec,sim1,template3,0.4651,2.818,1.3833
ingv,EEC1,vec,sim1,template3,0.4131,0.172,1.02
ingv,EEC1,vec,sim1,template3,0.4082,-1.91,0.8026
ingv,EEC1,vec,sim1,template3,0.4236,3.92,1.5703
ingv,EEC1,vec,sim1,template3,0.4096,-0.73,0.9194
ingv,EEC1,vec,sim1,template3,0.4573,2.443,1.3249
ingv,EEC1,vec,sim1,template3,0.495,3.702,1.5315
ingv,EEC1,vec,sim1,template3,0.4272,2.174,1.2844
ingv,EEC1,vec,sim1,template3,0.4215,7.037,2.2483
ingv,EEC1,vec,sim1,template3,0.401,1.42,1.1776
ingv,EEC1,vec,sim1,template3,0.411,0.879,1.1065
ingv,EEC1,vec,sim1,template3,0.5102,-0.111,0.9873
ingv,EEC1,vec,sim1,template3,0.5338,5.332,1.8475
ingv,EEC1,vec,sim1,template3,0.4044,-4.561,0.5915
ingv,EEC1,vec,sim1,template3,0.5124,-2.621,0.7395
ingv,EEC1,vec,sim1,template3,0.4071,0.467,1.0553
ingv,EEC1,vec,sim1,template3,0.4336,1.736,1.2213
ingv,EEC1,vec,sim1,template3,0.4378,3.767,1.543
ingv,EEC1,vec,sim1,template3,0.4076,0.922,1.1119
ingv,EEC1,vec,sim1,template3,0.4986,5.083,1.7954
ingv,EEC1,vec,sim1,template3,0.4028,0.559,1.0665
ingv,EEC1,vec,sim1,template3,0.4006,-0.744,0.9179
ingv,EEC1,vec,sim1,template3,0.4537,5.369,1.8555
ingv,EEC1,vec,sim1,template3,0.4039,-0.408,0.9542
ingv,EEC1,vec,sim1,template3,0.4125,-0.299,0.9661
ingv,EEC1,vec,sim1,template3,0.4084,1.125,1.1383
ingv,EEC1,vec,sim1,template3,0.398,0.73,1.0877
ingv,EEC1,vec,sim1,template3,0.4988,-0.198,0.9774
ingv,EEC1,vec,sim1,template3,0.395,0.535,1.0635
ingv,EEC1,vec,sim1,template4,0.252,0.577,1.0686
ingv,EEC1,vec,sim1,template4,0.2707,-0.275,0.9688
ingv,EEC1,vec,sim1,template4,0.3803,2.571,1.3445
ingv,EEC1,vec,sim1,template4,0.2244,0.486,1.0576
ingv,EEC1,vec,sim1,template4,0.2443,-0.148,0.9831
ingv,EEC1,vec,sim1,template4,0.2358,-1.247,0.8663
ingv,EEC1,vec,sim1,template4,0.2434,0.153,1.0178
ingv,EEC1,vec,sim1,template4,0.2447,0.2,1.0233
ingv,EEC1,vec,sim1,template4,0.2791,1.322,1.1644
ingv,EEC1,vec,sim1,template4,0.2482,2.192,1.2871
ingv,EEC1,vec,sim1,template4,0.2373,-0.152,0.9826
ingv,EEC1,vec,sim1,template4,0.2468,0.905,1.1098
ingv,EEC1,vec,sim1,template4,0.2748,5.827,1.956
ingv,EEC1,vec,sim1,template4,0.2288,-2.4,0.7586
ingv,EEC1,vec,sim1,template4,0.2277,-0.013,0.9985
ingv,EEC1,vec,sim1,template4,0.2314,-1.18,0.8729
ingv,EEC1,vec,sim1,template4,0.2232,-0.927,0.8988
ingv,EEC1,vec,sim1,template4,0.2764,-0.726,0.9199
ingv,EEC1,vec,sim1,template4,0.24,-1.126,0.8784
ingv,EEC1,vec,sim1,template4,0.2234,0.354,1.0416
ingv,EEC1,vec,sim1,template4,0.2365,-0.538,0.9399
ingv,EEC1,vec,sim1,template4,0.265,0.379,1.0447
ingv,EEC1,vec,sim1,template4,0.2668,0.388,1.0456
ingv,EEC1,vec,sim1,template4,0.2581,-0.201,0.9771
ingv,EEC1,vec,sim1,template4,0.2354,0.597,1.0711
ingv,EEC1,vec,sim1,template4,0.2372,-0.191,0.9782
ingv,EEC1,vec,sim1,template4,0.2228,0.969,1.118
ingv,EEC1,vec,sim1,template4,0.2419,0.254,1.0297
ingv,EEC1,vec,sim1,template4,0.2584,-0.456,0.9488
ingv,EEC1,vec,sim1,template4,0.2454,0.969,1.118
ingv,EEC1,vec,sim1,template4,0.2265,1.161,1.143
ingv,EEC1,vec,sim1,template4,0.2361,0.267,1.0312
ingv,EEC1,vec,sim1,template4,0.228,-0.261,0.9704
ingv,EEC1,vec,sim1,template4,0.2291,0.551,1.0655
ingv,EEC1,vec,sim1,template4,0.2329,-0.123,0.986
ingv,EEC1,vec,sim1,template4,0.2378,0.201,1.0234
ingv,EEC1,vec,sim1,template4,0.2226,-0.166,0.9811
ingv,EEC1,vec,sim1,template4,0.2363,0.297,1.0348
ingv,EEC1,vec,sim1,template4,0.2351,4.032,1.5907
ingv,EEC1,vec,sim1,template4,0.2227,-0.804,0.9116
ingv,EEC1,vec,sim1,template4,0.2335,2.736,1.3703
ingv,EEC1,vec,sim1,template4,0.2571,-1.823,0.8106
ingv,EEC1,vec,sim1,template4,0.263,2.94,1.4028
ingv,EEC1,vec,sim1,template4,0.223,1.933,1.2492
ingv,EEC1,vec,sim1,template4,0.2225,-1.759,0.8167
ingv,EEC1,vec,sim1,template4,0.2304,4.922,1.7623
ingv,EEC1,vec,sim1,template4,0.2394,0.457,1.054
ingv,EEC1,vec,sim1,template4,0.2275,0.967,1.1178
ingv,EEC1,vec,sim1,template4,0.2303,0.729,1.0876
ingv,EEC1,vec,sim1,template4,0.227,-0.318,0.964
ingv,EEC1,vec,sim1,template4,0.2345,-0.071,0.9919
ingv,EEC1,vec,sim1,template4,0.2245,4.501,1.6789
ingv,EEC1,vec,sim1,template4,0.2281,6.155,2.0312
ingv,EEC1,vec,sim1,template4,0.2288,-0.504,0.9437
ingv,EEC1,vec,sim1,template4,0.2747,-0.064,0.9926
ingv,EEC1,vec,sim1,template4,0.2431,4.157,1.6138
ingv,EEC1,vec,sim1,template4,0.223,0.656,1.0785
ingv,EEC1,vec,sim1,template4,0.2419,-0.795,0.9126
ingv,EEC1,vec,sim1,template4,0.2388,1.072,1.1313
ingv,EEC1,vec,sim1,template4,0.2285,-0.665,0.9263
ingv,EEC1,vec,sim1,template4,0.2364,0.715,1.0858
ingv,EEC1,vec,sim1,template4,0.2387,-0.042,0.9952
ingv,EEC1,vec,sim1,template4,0.2326,-0.052,0.994
ingv,EEC1,vec,sim1,template4,0.2258,1.626,1.2058
ingv,EEC1,vec,sim1,template4,0.259,-0.241,0.9727
ingv,EEC1,vec,sim1,template4,0.2528,-0.707,0.9218
ingv,EEC1,vec,sim1,template4,0.2428,-0.039,0.9955
ingv,EEC1,vec,sim1,template4,0.2524,0.093,1.0107
ingv,EEC1,vec,sim1,template4,0.2278,0.538,1.0639
ingv,EEC1,vec,sim1,template4,0.2804,-0.532,0.9406
ingv,EEC1,vec,sim1,template4,0.2573,-0.232,0.9736
ingv,EEC1,vec,sim1,template4,0.2608,0.195,1.0227
ingv,EEC1,vec,sim1,template4,0.2299,-0.499,0.9441
ingv,EEC1,vec,sim1,template4,0.2342,0.428,1.0505
ingv,EEC1,vec,sim1,template4,0.2261,-0.331,0.9626
ingv,EEC1,vec,sim2,template1,0.3832,-1.008,0.8904
ingv,EEC1,vec,sim2,template1,0.4879,0.685,1.0821
ingv,EEC1,vec,sim2,template1,0.388,-1.552,0.8364
ingv,EEC1,vec,sim2,template1,0.4524,1.823,1.2335
ingv,EEC1,vec,sim2,template1,0.3957,1.318,1.1639
ingv,EEC1,vec,sim2,template1,0.616,9.331,2.9278
ingv,EEC1,vec,sim2,template1,0.4836,-2.025,0.7921
ingv,EEC1,vec,sim2,template1,0.398,0.04,1.0046
ingv,EEC1,vec,sim2,template1,0.396,-0.67,0.9258
ingv,EEC1,vec,sim2,template1,0.4079,-0.551,0.9386
ingv,EEC1,vec,sim2,template1,0.3827,1.379,1.1721
ingv,EEC1,vec,sim2,template1,0.4253,1.35,1.1681
ingv,EEC1,vec,sim2,template1,0.4128,1.674,1.2126
ingv,EEC1,vec,sim2,template1,0.6065,-3.777,0.6474
ingv,EEC1,vec,sim2,template1,0.5758,8.612,2.6952
ingv,EEC1,vec,sim2,template1,0.4025,0.264,1.0308
ingv,EEC1,vec,sim2,template1,0.4427,-2.262,0.7707
ingv,EEC1,vec,sim2,template1,0.5284,7.737,2.437
ingv,EEC1,vec,sim2,template1,0.4133,0.138,1.016
ingv,EEC1,vec,sim2,template1,0.3828,0.652,1.078
ingv,EEC1,vec,sim2,template1,0.3868,-0.598,0.9335
ingv,EEC1,vec,sim2,template1,0.3821,0.916,1.1112
ingv,EEC1,vec,sim2,template1,0.4349,0.343,1.0403
ingv,EEC1,vec,sim2,template1,0.4139,1.951,1.2519
ingv,EEC1,vec,sim2,template1,0.6159,3.7,1.5311
ingv,EEC1,vec,sim2,template1,0.4187,1.222,1.1511
ingv,EEC1,vec,sim2,template1,0.417,-0.6,0.9333
ingv,EEC1,vec,sim2,template1,0.4084,1.366,1.1704
ingv,EEC1,vec,sim2,template1,0.4548,-1.262,0.8647
ingv,EEC1,vec,sim2,template1,0.6235,10.909,3.511
ingv,EEC1,vec,sim2,template1,0.4685,-0.047,0.9946
ingv,EEC1,vec,sim2,template1,0.4607,-0.307,0.9653
ingv,EEC1,vec,sim2,template1,0.4425,4.465,1.672
ingv,EEC1,vec,sim2,template1,0.3817,-0.549,0.9388
ingv,EEC1,vec,sim2,template1,0.3885,-0.862,0.9056
ingv,EEC1,vec,sim2,template1,0.4331,-0.05,0.9942
ingv,EEC1,vec,sim2,template1,0.4228,0.741,1.089
ingv,EEC1,vec,sim2,template1,0.4299,0.408,1.0481
ingv,EEC1,vec,sim2,template1,0.4276,0.795,1.0958
ingv,EEC1,vec,sim2,template1,0.4232,-7.594,0.4171
ingv,EEC1,vec,sim2,template1,0.5972,5.129,1.8048
ingv,EEC1,vec,sim2,template1,0.5859,7.457,2.3596
ingv,EEC1,vec,sim2,template1,0.3827,2.257,1.2968
ingv,EEC1,vec,sim2,template1,0.3967,0.432,1.051
ingv,EEC1,vec,sim2,template1,0.5052,0.815,1.0984
ingv,EEC1,vec,sim2,template1,0.3898,-0.789,0.9131
ingv,EEC1,vec,sim2,template1,0.3809,1.432,1.1792
ingv,EEC1,vec,sim2,template1,0.385,0.322,1.0377
ingv,EEC1,vec,sim2,template1,0.4007,-0.358,0.9596
ingv,EEC1,vec,sim2,template1,0.4369,1.047,1.1281
ingv,EEC1,vec,sim2,template1,0.416,-1.244,0.8666
ingv,EEC1,vec,sim2,template1,0.3977,2.855,1.3891
ingv,EEC1,vec,sim2,template1,0.5806,5.322,1.8454
ingv,EEC1,vec,sim2,template1,0.3889,-1.176,0.8734
ingv,EEC1,vec,sim2,template1,0.3942,0.142,1.0164
ingv,EEC1,vec,sim2,template1,0.3893,-0.323,0.9635
ingv,EEC1,vec,sim2,template1,0.4488,1.356,1.169
ingv,EEC1,vec,sim2,template1,0.3916,0.359,1.0422
ingv,EEC1,vec,sim2,template1,0.4573,3.009,1.414
ingv,EEC1,vec,sim2,template1,0.3989,-0.092,0.9894
ingv,EEC1,vec,sim2,template1,0.3952,0.599,1.0715
ingv,EEC1,vec,sim2,template1,0.3958,-1.09,0.8821
ingv,EEC1,vec,sim2,template1,0.3823,0.81,1.0977
ingv,EEC1,vec,sim2,template1,0.5132,4.929,1.7639
ingv,EEC1,vec,sim2,template1,0.3896,-1.544,0.8371
ingv,EEC1,vec,sim2,template1,0.4361,0.528,1.0627
ingv,EEC1,vec,sim2,template1,0.3933,-1.439,0.8473
ingv,EEC1,vec,sim2,template1,0.3988,0.868,1.1052
ingv,EEC1,vec,sim2,template1,0.5571,8.281,2.5944
ingv,EEC1,vec,sim2,template1,0.3805,-0.559,0.9377
ingv,EEC1,vec,sim2,template1,0.3878,0.611,1.0728
ingv,EEC1,vec,sim2,template1,0.4181,-1.095,0.8816
ingv,EEC1,vec,sim2,template1,0.4061,2.125,1.2771
ingv,EEC1,vec,sim2,template1,0.4033,0.025,1.0029
ingv,EEC1,vec,sim2,template1,0.5114,-6.337,0.4821
ingv,EEC1,vec,sim2,template1,0.503,10.162,3.2219
ingv,EEC1,vec,sim2,template1,0.4412,2.775,1.3764
ingv,EEC1,vec,sim2,template1,0.425,-3.49,0.6691
ingv,EEC1,vec,sim2,template1,0.3861,-1.335,0.8576
ingv,EEC1,vec,sim2,template1,0.4866,-2.063,0.7886
ingv,EEC1,vec,sim2,template1,0.512,5.913,1.9754
ingv,EEC1,vec,sim2,template1,0.5353,2.617,1.3517
ingv,EEC1,vec,sim2,template1,0.5563,-2.248,0.772
ingv,EEC1,vec,sim2,template1,0.4219,6.744,2.1736
ingv,EEC1,vec,sim2,template1,0.4607,2.547,1.3408
ingv,EEC1,vec,sim2,template1,0.4238,0.08,1.0093
ingv,EEC1,vec,sim2,template1,0.5537,5.051,1.7888
ingv,EEC1,vec,sim2,template1,0.479,4.846,1.747
ingv,EEC1,vec,sim2,template1,0.4668,0.737,1.0886
ingv,EEC1,vec,sim2,template1,0.4954,0.137,1.0159
ingv,EEC1,vec,sim2,template1,0.4762,3.868,1.561
ingv,EEC1,vec,sim2,template1,0.5696,7.205,2.2922
ingv,EEC1,vec,sim2,template1,0.4362,0.156,1.0182
ingv,EEC1,vec,sim2,template1,0.5089,5.359,1.8533
ingv,EEC1,vec,sim2,template1,0.3967,2.622,1.3523
ingv,EEC1,vec,sim2,template1,0.4347,4.334,1.6471
ingv,EEC1,vec,sim2,template1,0.4617,0.203,1.0236
ingv,EEC1,vec,sim2,template1,0.5623,0.937,1.114
ingv,EEC1,vec,sim2,template1,0.385,-5.926,0.5055
ingv,EEC1,vec,sim2,template1,0.5572,6.703,2.1634
ingv,EEC1,vec,sim2,template1,0.4059,1.188,1.1465
ingv,EEC1,vec,sim2,template1,0.5555,9.741,3.0693
ingv,EEC1,vec,sim2,template1,0.5011,4.782,1.7342
ingv,EEC1,vec,sim2,template1,0.4722,0.413,1.0487
ingv,EEC1,vec,sim2,template1,0.5553,0.283,1.0332
ingv,EEC1,vec,sim2,template1,0.4175,5.354,1.8523
ingv,EEC1,vec,sim2,template1,0.4141,-0.384,0.9568
ingv,EEC1,vec,sim2,template1,0.3844,0.027,1.0031
ingv,EEC1,vec,sim2,template1,0.5109,2.279,1.2999
ingv,EEC1,vec,sim2,template1,0.402,1.434,1.1794
ingv,EEC1,vec,sim2,template1,0.5082,3.684,1.5283
ingv,EEC1,vec,sim2,template1,0.425,-1.452,0.8461
ingv,EEC1,vec,sim2,template1,0.3825,0.045,1.0052
ingv,EEC1,vec,sim2,template1,0.5028,4.982,1.7746
ingv,EEC1,vec,sim2,template1,0.3921,-3.077,0.7017
ingv,EEC1,vec,sim2,template1,0.4977,1.108,1.1361
ingv,EEC1,vec,sim2,template1,0.4959,3.505,1.4971
ingv,EEC1,vec,sim2,template1,0.5565,-0.182,0.9792
ingv,EEC1,vec,sim2,template1,0.4665,2.289,1.3015
ingv,EEC1,vec,sim2,template1,0.6135,5.801,1.9501
ingv,EEC1,vec,sim2,template1,0.6134,8.917,2.7916
ingv,EEC1,vec,sim2,template1,0.4251,1.671,1.2121
ingv,EEC1,vec,sim2,template1,0.5574,3.195,1.4445
ingv,EEC1,vec,sim2,template1,0.4735,2.256,1.2966
ingv,EEC1,vec,sim2,template1,0.3812,1.599,1.2021
ingv,EEC1,vec,sim2,template1,0.6322,13.928,4.9706
ingv,EEC1,vec,sim2,template1,0.4535,-1.468,0.8445
ingv,EEC1,vec,sim2,template1,0.5371,5.903,1.9732
ingv,EEC1,vec,sim2,template1,0.4819,2.534,1.3387
ingv,EEC1,vec,sim2,template1,0.3916,0.587,1.07
ingv,EEC1,vec,sim2,template1,0.5482,3.783,1.5457
ingv,EEC1,vec,sim2,template1,0.5554,-5.468,0.5328
ingv,EEC1,vec,sim2,template1,0.5843,11.119,3.5971
ingv,EEC1,vec,sim2,template1,0.5395,-1.643,0.8277
ingv,EEC1,vec,sim2,template1,0.499,7.078,2.2588
ingv,EEC1,vec,sim2,template1,0.5065,2.396,1.3177
ingv,EEC1,vec,sim2,template1,0.4234,4.131,1.609
ingv,EEC1,vec,sim2,template1,0.4744,1.762,1.2249
ingv,EEC1,vec,sim2,template1,0.4813,1.937,1.2498
ingv,EEC1,vec,sim2,template1,0.4216,-4.614,0.5879
ingv,EEC1,vec,sim2,template1,0.5188,6.624,2.144
ingv,EEC1,vec,sim2,template1,0.3978,-4.121,0.6222
ingv,EEC1,vec,sim2,template1,0.3817,0.159,1.0185
ingv,EEC1,vec,sim2,template1,0.6108,3.243,1.4526
ingv,EEC1,vec,sim2,template1,0.5784,4.27,1.635
ingv,EEC1,vec,sim2,template1,0.457,0.66,1.0789
ingv,EEC1,vec,sim2,template1,0.3946,0.844,1.1021
ingv,EEC1,vec,sim2,template1,0.4646,-3.918,0.6369
ingv,EEC1,vec,sim2,template1,0.5598,6.841,2.1981
ingv,EEC1,vec,sim2,template1,0.3858,0.805,1.0971
ingv,EEC1,vec,sim2,template1,0.5689,5.571,1.8991
ingv,EEC1,vec,sim2,template1,0.4502,-0.938,0.8977
ingv,EEC1,vec,sim2,template1,0.4517,4.864,1.7506
ingv,EEC1,vec,sim2,template1,0.3903,-1.334,0.8577
ingv,EEC1,vec,sim2,template1,0.4383,0.466,1.0551
ingv,EEC1,vec,sim2,template1,0.4363,-0.911,0.9005
ingv,EEC1,vec,sim2,template1,0.5923,-3.261,0.687
ingv,EEC1,vec,sim2,template1,0.5308,5.743,1.9371
ingv,EEC1,vec,sim2,template1,0.4075,0.362,1.0425
ingv,EEC1,vec,sim2,template1,0.3907,0.632,1.0755
ingv,EEC1,vec,sim2,template1,0.4789,5.286,1.8378
ingv,EEC1,vec,sim2,template1,0.5135,0.546,1.0648
ingv,EEC1,vec,sim2,template1,0.4448,7.171,2.2833
ingv,EEC1,vec,sim2,template1,0.3852,-0.819,0.9101
ingv,EEC1,vec,sim2,template1,0.5781,-2.043,0.7904
ingv,EEC1,vec,sim2,template1,0.5298,9.651,3.0377
ingv,EEC1,vec,sim2,template1,0.3983,-1.223,0.8687
ingv,EEC1,vec,sim2,template1,0.4775,3.42,1.4824
ingv,EEC1,vec,sim2,template1,0.3884,-0.069,0.9921
ingv,EEC1,vec,sim2,template1,0.4138,-0.56,0.9375
ingv,EEC1,vec,sim2,template1,0.4459,1.255,1.1554
ingv,EEC1,vec,sim2,template1,0.5529,4.163,1.6149
ingv,EEC1,vec,sim2,template1,0.5708,1.721,1.2191
ingv,EEC1,vec,sim2,template1,0.4685,-5.338,0.5409
ingv,EEC1,vec,sim2,template1,0.5013,7.807,2.4567
ingv,EEC1,vec,sim2,template1,0.4112,-0.733,0.919
ingv,EEC1,vec,sim2,template1,0.5994,5.347,1.8507
ingv,EEC1,vec,sim2,template1,0.3867,-0.778,0.9143
ingv,EEC1,vec,sim2,template1,0.4042,-0.077,0.9911
ingv,EEC1,vec,sim2,template1,0.4095,1.295,1.1608
ingv,EEC1,vec,sim2,template2,0.4022,0.361,1.0424
ingv,EEC1,vec,sim2,template2,0.4031,-0.078,0.991
ingv,EEC1,vec,sim2,template2,0.4132,0.844,1.102
ingv,EEC1,vec,sim2,template2,0.3943,0.76,1.0915
ingv,EEC1,vec,sim2,template2,0.4654,6.605,2.1392
ingv,EEC1,vec,sim2,template2,0.4266,1.684,1.214
ingv,EEC1,vec,sim2,template2,0.398,1.231,1.1522
ingv,EEC1,vec,sim2,template2,0.4238,10.131,3.2105
ingv,EEC1,vec,sim2,template2,0.4082,2.44,1.3243
ingv,EEC1,vec,sim2,template2,0.4288,-0.603,0.9329
ingv,EEC1,vec,sim2,template2,0.4126,0.125,1.0145
ingv,EEC1,vec,sim2,template2,0.4056,-1.261,0.8649
