dataset,kind,rho,chisq
experiment,real signal,0.9118750940675953,0.025813035778270963
experiment,real signal,0.9358224071631035,0.03346743667634064
experiment,real signal,0.8954172496905449,0.34589908434840805
experiment,real signal,0.8446250733151861,0.0875342452680598
experiment,real signal,0.8750142113584385,0.06910615285843953
experiment,real signal,0.9668899978519281,0.09979730272342166
experiment,real signal,0.9223838041939515,0.16021343242226727
experiment,real signal,0.8964763960017555,0.04447393043913117
experiment,real signal,0.9072170808605654,0.13135217620762143
experiment,real signal,0.9101037783339199,0.190326911115707
experiment,real signal,0.7752490427513259,0.17857392134600727
experiment,spike glitch,-0.39052470784035553,1.1228292626148073
experiment,spike glitch,-0.3897516309061384,2.2549922391685
experiment,spike glitch,0.40879160443526524,4.536710192403008
experiment,spike glitch,-0.34782744298849544,8.981629464059134
experiment,spike glitch,-0.31862517787326433,1.2311129564388261
experiment,spike glitch,-0.39474016410701185,1.9085889029855727
experiment,spike glitch,0.42274795398795884,2.1073437323655906
experiment,spike glitch,0.3671994569298458,5.641683743014714
experiment,spike glitch,-0.33347227328271534,1.5365746394177882
experiment,spike glitch,-0.3414832098890933,1.054159864322031
experiment,spike glitch,-0.47010998593125786,2.401398927925161
experiment,spike glitch,0.46260670850037056,2.4483795637372876
experiment,spike glitch,-0.3649508822299334,1.514843679395882
experiment,spike glitch,-0.3782731656414372,1.0261984217285272
experiment,spike glitch,-0.3629027102892838,2.415400912965659
experiment,spike glitch,0.5369408409612897,4.294759555520301
experiment,spike glitch,-0.28017842592590614,8.896591078138835
experiment,spike glitch,0.42061173749049285,2.388635609223061
experiment,spike glitch,0.5038968620416429,2.2683594173224426
experiment,spike glitch,-0.46279134955886747,1.1528289506018043
experiment,spike glitch,-0.3146223993905106,2.4351496776761024
experiment,spike glitch,0.3960699739994496,1.6295879480142836
experiment,spike glitch,-0.42195561009021154,1.3593622331786208
experiment,spike glitch,0.374249255858942,4.373562936684914
experiment,spike glitch,-0.3131118028266163,1.4132091631433235
experiment,spike glitch,0.5180591634628676,3.5124218648892676
experiment,spike glitch,0.34784101930323535,2.9118070174303545
experiment,spike glitch,0.3827426482944624,0.4066490971134041
experiment,spike glitch,-0.33590904745349814,1.3816939665135877
experiment,spike glitch,0.4782769930491294,3.0303025632267504
experiment,spike glitch,-0.47964557478465497,3.2869226869038495
experiment,spike glitch,0.29780646543759526,1.9941531739265466
experiment,spike glitch,0.36931074206580977,1.625001458002399
experiment,spike glitch,0.37571921239454015,0.777529271776306
experiment,spike glitch,0.30165110512001586,2.863324791269121
experiment,spike glitch,0.4350671473172727,1.0869152691798767
experiment,spike glitch,-0.4048609509148373,2.7221438680146255
experiment,spike glitch,0.37678142835068,4.5219973524270705
experiment,spike glitch,-0.38449886424331553,0.3685740504560553
experiment,spike glitch,-0.3560832464511621,2.2944340052508903
experiment,spike glitch,0.3301693196871441,3.673992839799698
experiment,spike glitch,-0.34508576164317073,2.089314651848445
experiment,spike glitch,0.4926964371855687,1.4030365212851126
experiment,spike glitch,-0.384820502744599,0.4779414456944102
experiment,spike glitch,0.3354291306751453,5.654722128575096
experiment,spike glitch,-0.32047274238487095,3.7265306653106185
experiment,spike glitch,-0.36220813460332774,2.859960583492995
