dataset,station,component,method,peak_time,score,significant,snr,kurt,econc,leakage,vetoed,ulp_score,ulp_pass
ingv,ECPN,mag,stack,2022-12-30 18:00:43,0.3688,False,2.1003938888616878,-0.3788834276148374,0.11072876379154306,1.739044698340965,False,-0.5649999387305479,False
ingv,EEC1,mag,stack,2022-12-10 04:04:05,0.3352,True,4.369101135735715,1.6127390098964938,0.22811069817294077,0.9661861776499266,False,-0.5670097725520131,True
ingv,ECPN,mag,stack,2022-12-25 11:28:56,0.3714,False,1.925028590290741,-0.09341419431893705,0.12345621975823212,1.4035325231207099,False,-0.572233467763257,False
ingv,EEC1,dir,stack,2023-02-07 05:38:30,0.3351,False,2.1085181769826074,-0.38461012558038643,0.16748620463386724,1.1134410144485818,False,-0.5779803990641759,False
ingv,ECPN,dir,stack,2023-02-09 04:48:10,0.3873,False,2.1201264547196477,-0.6237046049435344,0.15649956318393218,1.6642005658432841,False,-0.5786967091726769,False
experiment,ECIT,mag,max,2023-07-29 15:05:15,0.566,False,2.9840657280428364,1.3418380967990045,0.14601196917541043,2.363039953060827,False,-0.5891368211581947,False
ingv,ECPN,mag,stack,2023-01-06 23:10:49,0.4301,True,1.629872549888484,-0.7990261043228393,0.1475737811536012,1.8043445043599746,False,-0.5898060203115683,False
ingv,EEC1,mag,max,2023-02-12 19:11:52,0.5178,False,1.710446766713067,-0.5658694051235815,0.17680344322280436,2.0679629691293275,False,-0.5939747815243166,False
ingv,EEC1,dir,stack,2022-11-26 19:46:16,0.3431,True,3.0143069840912093,-0.17850552664479746,0.13196267610910056,1.8920583092142746,False,-0.5945680783444671,False
ingv,ECPN,mag,stack,2023-01-04 02:01:09,0.3919,True,1.6242084917297406,-0.2808702795420559,0.07999407231949376,1.7970235322260761,False,-0.597722943155611,False
ingv,ECPN,mag,stack,2022-12-26 01:09:20,0.3661,False,1.2803578939013478,-0.44657421947853404,0.14636030126272354,1.011091740821667,False,-0.6011420565708141,False
ingv,ECPN,mag,stack,2023-01-17 13:50:36,0.364,False,3.9369363070358236,-0.17813601592285178,0.31724544280634154,1.206643122725329,False,-0.6154356761608059,False
ingv,EEC1,dir,stack,2022-11-15 04:46:34,0.3476,True,1.9042457323644606,-0.6021761421886596,0.08461992381333015,1.8396420375394913,False,-0.6167878329164935,False
ingv,ECPN,mag,stack,2023-02-23 18:26:40,0.3684,False,2.2898057419743734,0.8825994944490465,0.02179199943729705,1.8887027637869653,False,-0.6189068774686928,False
ingv,EEC1,mag,stack,2022-12-22 00:21:48,0.318,False,2.227001068465389,-0.6355763110284722,0.1885830078283363,1.0864626021379429,False,-0.6229747598297328,False
ingv,EEC1,mag,max,2023-01-19 12:27:00,0.5735,True,1.6828523649391685,0.33799134498121397,0.3031326296056273,0.9949914199530525,False,-0.6352882911837284,True
ingv,ECPN,mag,stack,2023-01-16 14:47:29,0.3745,True,2.3120799448321017,-0.10697116725663403,0.1423470002256224,1.5771829834040578,False,-0.6410782571371446,False
experiment,ECOR,mag,stack,2023-07-28 22:33:38,0.3695,False,2.172291356356387,0.31019786617649014,0.12063608739680466,1.4014094237769015,False,-0.6434465799781826,False
ingv,EEC1,dir,stack,2023-01-30 11:46:48,0.3299,False,1.5126959275453842,0.1598910003744134,0.059514926600406505,1.2930936525719225,False,-0.651751319204968,False
ingv,ECPN,mag,stack,2023-01-04 12:01:03,0.3825,True,2.0371309488619294,0.2559674126015663,0.09056032817245391,1.6638315047323835,False,-0.65205535425333,False
ingv,EEC1,mag,stack,2022-12-23 22:48:31,0.3525,True,2.043176424613715,0.025627347697997127,0.17465040796314452,0.9669997669942336,False,-0.6552292178799345,True
ingv,ECPN,mag,stack,2022-12-13 08:05:18,0.3759,True,2.3527352473032606,-0.5851859721590582,0.19021564534048033,1.516887282801598,False,-0.6559537102277124,False
