time_seconds,dir_raw,dir_bp,ortho_raw,ortho_bp,mag_raw,mag_bp
0.0,-2.787195332865089e-08,2.2479005073638383e-09,-2.1417753653940608e-08,2.1293241731552283e-09,3.515061811597884e-08,-3.1228957782642126e-09
1.0,-2.7727261570076323e-08,2.375423704266428e-09,-2.1319674706199443e-08,2.2596387568009697e-09,3.4976128484347603e-08,-3.3035079296720373e-09
2.0,-2.762329087691029e-08,2.5042149960181175e-09,-2.124385263535533e-08,2.391575612572168e-09,3.484748877125996e-08,-3.4860920976677086e-09
3.0,-2.7528732654547028e-08,2.6341922372247743e-09,-2.1194379959399434e-08,2.5250671330070522e-09,3.474237849412323e-08,-3.6705408250845125e-09
4.0,-2.7404822439125454e-08,2.765272305738913e-09,-2.1127293428624405e-08,2.660044237156142e-09,3.4603277598215895e-08,-3.856744994877712e-09
5.0,-2.7277191894103936e-08,2.8973712627396546e-09,-2.1045637232930403e-08,2.7964364683006944e-09,3.445234453804089e-08,-4.044594020576727e-09
6.0,-2.7185578982402703e-08,3.030404510648127e-09,-2.1002296610173055e-08,2.9341720901949e-09,3.4353342886975964e-08,-4.233976034192734e-09
7.0,-2.704380458462552e-08,3.164286948434537e-09,-2.089084838452493e-08,3.0731781817278398e-09,3.417301439201143e-08,-4.424778071152411e-09
8.0,-2.6881298159642242e-08,3.298933123899994e-09,-2.068120884268776e-08,3.2133807299138107e-09,3.391631745845135e-08,-4.616886251856918e-09
9.0,-2.671741555770879e-08,3.43425738254354e-09,-2.0464359234972918e-08,3.3547047211271477e-09,3.3654275998471886e-08,-4.810185959490925e-09
10.0,-2.6674490394285044e-08,3.570174012653234e-09,-2.0415975576781875e-08,3.4970742305018784e-09,3.359077993358533e-08,-5.004562013731046e-09
11.0,-2.6608718395326747e-08,3.706597386290221e-09,-2.0295948643944683e-08,3.6404125094204682e-09,3.3465645459178585e-08,-5.199898840028899e-09
12.0,-2.647760008467337e-08,3.843442095866461e-09,-2.004852023285153e-08,3.7846420710219024e-09,3.321154121342387e-08,-5.39608063417243e-09
13.0,-2.6315300910573214e-08,3.980623086048765e-09,-1.9798590072950262e-08,3.929684773667812e-09,3.293143226297241e-08,-5.5929915218593576e-09
14.0,-2.618359840056428e-08,4.118055780752077e-09,-1.964589961545027e-08,4.075461902315874e-09,3.273441914716651e-08,-5.790515713046831e-09
15.0,-2.605917112652456e-08,4.25565620501328e-09,-1.9531155956431512e-08,4.221894247763439e-09,3.256603219300659e-08,-5.988537650872023e-09
16.0,-2.596650333641648e-08,4.393341101564332e-09,-1.946135989860931e-08,4.3689021837433925e-09,3.245002041021433e-08,-6.1869421549717e-09
17.0,-2.586041700225472e-08,4.531028041951579e-09,-1.938036098270146e-08,4.516405741878882e-09,3.231655240508062e-08,-6.385614559065971e-09
18.0,-2.5725528068898385e-08,4.668635532076716e-09,-1.924992829027694e-08,4.664324684531321e-09,3.21303989020442e-08,-6.584440842710965e-09
19.0,-2.5584792562316494e-08,4.806083112063096e-09,-1.907670599265998e-08,4.81257857560311e-09,3.191398317332317e-08,-6.783307757164096e-09
20.0,-2.5462220915040135e-08,4.943291450378347e-09,-1.89219731550061e-08,4.961086849380605e-09,3.1723268463465093e-08,-6.982102945341993e-09
21.0,-2.5344111198588593e-08,5.080182432170469e-09,-1.8788170783046176e-08,5.109768877523877e-09,3.154868196643615e-08,-7.180715055884911e-09
22.0,-2.523471215321038e-08,5.2166792418005035e-09,-1.8697993944827296e-08,5.2585440343293184e-09,3.1407095934138545e-08,-7.37903385137422e-09
23.0,-2.5171528084122485e-08,5.352706439580649e-09,-1.8665270079543106e-08,5.407331760410672e-09,3.133684944649117e-08,-7.57695031078219e-09
24.0,-2.511323912712804e-08,5.48819003275213e-09,-1.8630850556755618e-08,5.556051624963255e-09,3.126952784940118e-08,-7.774356726265602e-09
25.0,-2.498544882101328e-08,5.623057540760861e-09,-1.8500599899273773e-08,5.704623386793092e-09,3.1089304421625174e-08,-7.971146794444307e-09
26.0,-2.4822446570427203e-08,5.75723805490983e-09,-1.8340389817961267e-08,5.8529670543044525e-09,3.086298353070374e-08,-8.167215702330178e-09
27.0,-2.4674551929448896e-08,5.890662292484035e-09,-1.8216922706426608e-08,6.0010029446442615e-09,3.067066653679035e-08,-8.36246020808906e-09
28.0,-2.4583292512758703e-08,6.023262645457699e-09,-1.8167657073187016e-08,6.148651742200484e-09,3.0567990354237883e-08,-8.556778716829293e-09
29.0,-2.4494241412931217e-08,6.154973223905881e-09,-1.8096980664017437e-08,6.295834556645974e-09,3.045436867756046e-08,-8.750071351617735e-09
