time_seconds,dir_raw,dir_bp,ortho_raw,ortho_bp,mag_raw,mag_bp
0.0,0.0,-2.324383041932211e-09,0.0,-4.427507094438027e-09,0.0,-4.985992915419554e-09
1.0,2.997851966668463e-11,-2.1395141441248524e-09,3.407373341812736e-11,-4.184161589051656e-09,4.538425883999216e-11,-4.680615440667889e-09
2.0,8.336992207702565e-11,-1.953452278033711e-09,8.576016372746631e-11,-3.939192675587723e-09,1.1960497309765658e-10,-4.373225392858396e-09
3.0,1.0505599168375568e-10,-1.7663707025498564e-09,1.0072851754083789e-10,-3.6928197199321005e-09,1.4554379284130336e-10,-4.064102723218878e-09
4.0,8.08922651085453e-11,-1.5784444147846052e-09,7.427084728478528e-11,-3.4452638177252333e-09,1.0981674421868039e-10,-3.753529801606402e-09
5.0,5.4840049168447536e-11,-1.3898499642032785e-09,5.050523714522637e-11,-3.196747580252192e-09,7.455340348966838e-11,-3.4417911308353675e-09
6.0,5.137346104078233e-11,-1.200765260198389e-09,5.240858094723855e-11,-2.9474949120022025e-09,7.338863574295434e-11,-3.1291730503512854e-09
7.0,9.336115214253482e-11,-1.0113693719129626e-09,9.780859802632769e-11,-2.697730778011348e-09,1.3521400288896593e-10,-2.8159634270379486e-09
8.0,1.6286577642077305e-10,-8.218423192208663e-10,1.673698280663105e-10,-2.447680959240288e-09,2.335335532125685e-10,-2.5024513311142802e-09
9.0,3.2158600782317137e-10,-6.323648538966009e-10,3.122502447577835e-10,-2.1975717944180877e-09,4.482385255407444e-10,-2.1889266952963115e-09
10.0,4.5395001646575395e-10,-4.431182301601316e-10,4.461009868797494e-10,-1.947629907001421e-09,6.364563676673717e-10,-1.8756799556665167e-09
11.0,6.064367896740919e-10,-2.5428396395932186e-10,6.18267615923318e-10,-1.6980819161518159e-09,8.660371959504524e-10,-1.5630016730020517e-09
12.0,7.869392359971528e-10,-6.604358054903383e-11,8.294993979890419e-10,-1.4491541309179324e-09,1.1433908397463946e-09,-1.2511821336589462e-09
13.0,1.0500855740502857e-09,1.214216498621002e-10,1.109348721391179e-09,-1.2010722271204715e-09,1.5275255475705675e-09,-9.405109294850973e-10
14.0,1.3556453459795392e-09,3.079309884023803e-10,1.448595244625539e-09,-9.54060906770131e-10,1.9839865137716308e-09,-6.312765166353181e-10
15.0,1.6414848924561909e-09,4.933045155380519e-10,1.810852197359214e-09,-7.083435401991438e-10,2.4441068579017995e-09,-3.237657535809723e-10
16.0,1.900593793457972e-09,6.773634303210499e-10,2.2197715523336603e-09,-4.641417914488845e-10,2.9222666737107946e-09,-1.82634190378192e-11
17.0,2.1548281770034095e-09,8.599303601839735e-10,2.7576391404757206e-09,-2.21675227823637e-10,3.4996940011223137e-09,2.849482890291199e-10
18.0,2.504602275577028e-09,1.04082968035086e-09,3.5236225222334827e-09,1.8839085112946e-11,4.323071620736427e-09,5.855902717329252e-10
19.0,2.932928094834253e-09,1.2198878417064243e-09,4.391576323946322e-09,2.5718700146411743e-10,5.280909942283998e-09,8.83387062911973e-10
20.0,3.4749783883736285e-09,1.3969337057480276e-09,5.086178390782681e-09,4.931577238748748e-10,6.159925764368308e-09,1.17806737568188e-09
21.0,4.222847072021807e-09,1.5717988850374198e-09,5.756425329461745e-09,7.265442410721006e-10,7.139248557611082e-09,1.469364659105425e-09
22.0,4.987243562570853e-09,1.7443180873800353e-09,6.473464937706286e-09,9.571437715198905e-10,8.171801921982512e-09,1.7570176618664265e-09
23.0,5.549536247206888e-09,1.9143294617982965e-09,7.113641008714422e-09,1.1847582104217439e-09,9.022263627268195e-09,2.0407709995620472e-09
24.0,6.107156363954758e-09,2.0816749442430726e-09,7.888007164981448e-09,1.40919457713313e-09,9.975871685651924e-09,2.3203757220198607e-09
25.0,6.673124747225145e-09,2.246200600912475e-09,8.766179424718468e-09,1.6302654599282285e-09,1.1017100144701693e-08,2.5955898769050053e-09
26.0,7.1702974946408204e-09,2.40775696702218e-09,9.682606123134763e-09,1.8477894549936796e-09,1.204848652310402e-08,2.8661790658105175e-09
27.0,7.571972104880587e-09,2.5661993788937537e-09,1.0633161943822411e-08,2.0615915965027195e-09,1.3053692752652137e-08,3.131916989021291e-09
28.0,7.76086495068995e-09,2.7213882972925317e-09,1.1452615714287184e-08,2.271503774661009e-09,1.3834501490186969e-08,3.3925859752110437e-09
29.0,7.879253333120673e-09,2.873189620048928e-09,1.2224928349138797e-08,2.4773651387170275e-09,1.4544122738380293e-08,3.6479774924739204e-09
30.0,7.94881360732802e-09,3.0214749821294815e-09,1.2932683283659041e-08,2.6790224820992326e-09,1.5180182300600908e-08,3.897892637307185e-09
31.0,8.038961357703656e-09,3.166122041476053e-09,1.3399892998151863e-08,2.876330607078545e-09,1.5626324970144833e-08,4.142142598442399e-09
32.0,8.307624810299785e-09,3.3070147490923393e-09,1.3336627816863678e-08,3.0691526666530308e-09,1.5712487757011955e-08,4.380549092759494e-09
33.0,8.682150887118212e-09,3.444043602017584e-09,1.2437685935860754e-08,3.257360481701168e-09,1.516824892549552e-08,4.612944770897797e-09
34.0,8.795590866750302e-09,3.5771058779850043e-09,1.138514067744456e-08,3.4408348318317615e-09,1.4386933201362413e-08,4.839173590582877e-09
35.0,8.613099594656504e-09,3.7061058507190574e-09,1.1010960644132484e-08,3.61946571874007e-09,1.3979511398260902e-08,5.059091156092584e-09
36.0,8.471731760550938e-09,3.830954984984551e-09,1.1163944783378066e-08,3.793152601220623e-09,1.4014417652868842e-08,5.272565022657749e-09
37.0,8.630885783844633e-09,3.951572110659686e-09,1.1382988205667355e-08,3.96180460125364e-09,1.4285118477077237e-08,5.47947496490387e-09
38.0,8.813617030645204e-09,4.067883575256055e-09,1.1557005481950544e-08,4.125340680765099e-09,1.4534243044366435e-08,5.679713208677797e-09
