time_seconds,dir_raw,dir_bp,ortho_raw,ortho_bp,mag_raw,mag_bp
0.0,-1.5189156710171403e-08,1.430424668783009e-09,9.228024303899185e-08,2.4545908610773076e-11,9.352194254238708e-08,-4.1172405020301633e-10
1.0,-1.5401284775284907e-08,1.2368564371999494e-09,9.226663584419384e-08,7.858373402557032e-11,9.354320746443591e-08,-3.2285430289129124e-10
2.0,-1.5645237216865837e-08,1.0402578944018104e-09,9.222772689478076e-08,1.324739364899409e-10,9.354532086507732e-08,-2.3337014850763407e-10
3.0,-1.5928612429050304e-08,8.407692624754494e-10,9.217110725264627e-08,1.8615572265777553e-10,9.353733856644478e-08,-1.4334596067381732e-10
4.0,-1.6231299082569706e-08,6.385340522021512e-10,9.212665512490364e-08,2.395693912226507e-10,9.354558062469206e-08,-5.285576925437561e-11
5.0,-1.6532950619652098e-08,4.3369880659402896e-10,9.211639131470259e-08,2.926564548611095e-10,9.358828989267444e-08,3.802686810793192e-11
6.0,-1.6827537391295166e-08,2.2641284551524378e-10,9.213722868125704e-08,3.4535975771370205e-10,9.3661277610962e-08,1.2922898947173064e-10
7.0,-1.7115698996983397e-08,1.6828012203829864e-11,9.217501422157867e-08,3.976235883441069e-10,9.375062879204368e-08,2.2067834703067803e-10
8.0,-1.739789173837991e-08,-1.9490157755490315e-10,9.221334388090363e-08,4.4939378809105074e-10,9.384022286119196e-08,3.123035204293779e-10
9.0,-1.7667281998479112e-08,-4.0861978292522915e-10,9.224859815479616e-08,5.006178546941009e-10,9.392516550285577e-08,4.0403402487180307e-10
10.0,-1.790854325944835e-08,-6.241686815901226e-10,9.228936012671898e-08,5.512450410350062e-10,9.401086061873256e-08,4.95800413909451e-10
11.0,-1.8102617405091337e-08,-8.41388808881036e-10,9.235484301969854e-08,6.012264487929228e-10,9.411228286524706e-08,5.875343767700454e-10
12.0,-1.8260066264597086e-08,-1.0601193920476482e-09,9.245174153234975e-08,6.505151167657525e-10,9.423775534440472e-08,6.791688300586771e-10
13.0,-1.839653043789191e-08,-1.2801985793400427e-09,9.258103740149987e-08,6.990661035619054e-10,9.439110561112313e-08,7.706380036323961e-10
