time_seconds,dir_raw,dir_bp,ortho_raw,ortho_bp,mag_raw,mag_bp
0.0,-8.582222823030894e-09,8.089817271674711e-10,7.221956095648796e-09,-6.502872595509873e-10,1.1216559117288651e-08,-1.0363382664991536e-09
1.0,-8.534945040647446e-09,8.541358211252879e-10,7.206436836160179e-09,-6.844415711611544e-10,1.1170408171613012e-08,-1.092889279053696e-09
2.0,-8.500787114160135e-09,8.997620155638728e-10,7.177339000907779e-09,-7.189708395966151e-10,1.1125537141829282e-08,-1.150043193594894e-09
3.0,-8.470913784655587e-09,9.458326701406517e-10,7.1415871619184834e-09,-7.538543289172309e-10,1.1079650154149585e-08,-1.2077654559844801e-09
4.0,-8.432403570540759e-09,9.923197913274953e-10,7.117668968104063e-09,-7.890708952053726e-10,1.1034792318661012e-08,-1.2660209748313782e-09
5.0,-8.393037867135411e-09,1.0391950852273686e-09,7.103941129793512e-09,-8.24599021067485e-10,1.0995865778315996e-08,-1.3247741841370489e-09
6.0,-8.358899900376415e-09,1.0864300095814284e-09,7.082221947785072e-09,-8.604168500424999e-10,1.0955778167807225e-08,-1.3839891052773646e-09
7.0,-8.311571089367198e-09,1.1339958248265575e-09,7.055682565981769e-09,-8.965022208535284e-10,1.090251670237215e-08,-1.4436294081733263e-09
8.0,-8.2597203486523e-09,1.1818636440718584e-09,7.012421511520817e-09,-9.328327014432151e-10,1.083499126410265e-08,-1.503658471511969e-09
9.0,-8.205048364698375e-09,1.23000448187096e-09,6.9791562321008804e-09,-9.69385622736306e-10,1.0771789098339795e-08,-1.5640394418871734e-09
10.0,-8.174360499255129e-09,1.2783893016753637e-09,6.939690135043808e-09,-1.00613811207548e-09,1.072284797720302e-08,-1.6247352917380577e-09
11.0,-8.135425092273274e-09,1.3269890618627784e-09,6.909216629380488e-09,-1.0430671262787473e-09,1.0673444423600915e-08,-1.6857088759707095e-09
12.0,-8.082599516762157e-09,1.3757747602436012e-09,6.872729371720787e-09,-1.0801494842691557e-09,1.0609562854579704e-08,-1.7469229871575693e-09
13.0,-8.02489436534104e-09,1.4247174769582718e-09,6.827082198179735e-09,-1.1173618992303772e-09,1.0536032503536852e-08,-1.808340409217868e-09
14.0,-7.978006600836696e-09,1.473788415687934e-09,6.778925649986167e-09,-1.154681010244995e-09,1.0469117550731497e-08,-1.8699239694919893e-09
15.0,-7.934036719281501e-09,1.5229589431107125e-09,6.750433573232684e-09,-1.1920834133760293e-09,1.0417163341790035e-08,-1.9316365891325064e-09
16.0,-7.898271099648912e-09,1.572200626546211e-09,6.72586410871423e-09,-1.2295456921565862e-09,1.0374002813400404e-08,-1.9934413317452796e-09
17.0,-7.862502884870004e-09,1.6214852697416967e-09,6.699914761876258e-09,-1.2670444474575826e-09,1.0329947213369317e-08,-2.0553014502255004e-09
18.0,-7.818144546686834e-09,1.6707849467646197e-09,6.668349747385172e-09,-1.3045563267091387e-09,1.0275712749310432e-08,-2.1171804317457084e-09
19.0,-7.770109928736946e-09,1.7200720339772264e-09,6.631698856729429e-09,-1.3420580524569328e-09,1.021538242216134e-08,-2.179042040864912e-09
20.0,-7.726398952925817e-09,1.7693192400796999e-09,6.594091592204698e-09,-1.379526450240218e-09,1.0157720448317027e-08,-2.240850360739535e-09
21.0,-7.68514202449666e-09,1.8184996342184822e-09,6.564551700838361e-09,-1.416938475783171e-09,1.0107163151431981e-08,-2.302569832427878e-09
22.0,-7.64613000865666e-09,1.8675866721662975e-09,6.552742112808652e-09,-1.4542712414959786e-09,1.0069842764723582e-08,-2.364165292290303e-09
23.0,-7.619197101363384e-09,1.9165542205900554e-09,6.5357671913401916e-09,-1.4915020422866763e-09,1.0038347336530205e-08,-2.4256020074976612e-09
24.0,-7.595019693024119e-09,1.9653765794321477e-09,6.50469792612407e-09,-1.5286083806891068e-09,9.999770959754376e-09,-2.4868457096703525e-09
25.0,-7.554393355660438e-09,2.014028502439387e-09,6.4659255449850406e-09,-1.5655679913159742e-09,9.943694088483247e-09,-2.547862626679357e-09
26.0,-7.505704951657477e-09,2.06248521588154e-09,6.434836039015401e-09,-1.6023588646485486e-09,9.886491878838873e-09,-2.6086195126480555e-09
27.0,-7.461696149846375e-09,2.1107224355077906e-09,6.410540473456017e-09,-1.6389592701760928e-09,9.837272924670227e-09,-2.669083676199457e-09
28.0,-7.429452355406374e-09,2.1587163817945896e-09,6.401613406037399e-09,-1.6753477788989714e-09,9.807008539896917e-09,-2.7292230069978706e-09
29.0,-7.396215405755524e-09,2.2064437935425857e-09,6.3833363178611435e-09,-1.711503285209859e-09,9.769901989030413e-09,-2.7890060006375404e-09
30.0,-7.357536403046483e-09,2.2538819398839768e-09,6.349006799466483e-09,-1.747405028167398e-09,9.718190637244457e-09,-2.8484017819334295e-09
31.0,-7.311277264165916e-09,2.3010086307647016e-09,6.309814233607103e-09,-1.7830326121756126e-09,9.657563403682123e-09,-2.9073801266709706e-09
32.0,-7.2683766332015676e-09,2.3478022259682256e-09,6.271067852503531e-09,-1.8183660270802124e-09,9.599770356251955e-09,-2.9659114818719065e-09
33.0,-7.233602314360432e-09,2.394241642749228e-09,6.240748015584607e-09,-1.8533856676898137e-09,9.553634818033596e-09,-3.023966984632466e-09
34.0,-7.198081427781111e-09,2.440306362146455e-09,6.209857662808904e-09,-1.888072352726747e-09,9.506561335904472e-09,-3.0815184795886027e-09
35.0,-7.15434317691277e-09,2.4859764340445304e-09,6.193716775571012e-09,-1.922407343208905e-09,9.462914656120918e-09,-3.1385385350613135e-09
36.0,-7.102567974731633e-09,2.5312324810546466e-09,6.15123197517109e-09,-1.9563723602612308e-09,9.39596331666161e-09,-3.195000457933234e-09
37.0,-7.053717233571066e-09,2.576055701283784e-09,6.106441505226989e-09,-1.989949602352728e-09,9.329713536220515e-09,-3.250878307305707e-09
38.0,-7.0167370212759206e-09,2.620427870061539e-09,6.065594131132723e-09,-2.0231217619521503e-09,9.275021864630606e-09,-3.3061469069832805e-09
39.0,-6.985689773170156e-09,2.664331340693106e-09,6.03913027225067e-09,-2.0558720415930244e-09,9.234227420428228e-09,-3.3607818568305124e-09
40.0,-6.9504949261334215e-09,2.70774904430667e-09,6.0318027725325685e-09,-2.0881841693366622e-09,9.202826978974342e-09,-3.4147595430444208e-09
41.0,-6.913744543882161e-09,2.7506644888633546e-09,6.016682312093291e-09,-2.1200424136206533e-09,9.165169374469662e-09,-3.4680571473850377e-09
42.0,-6.8770917849292346e-09,2.79306175739761e-09,5.987858417433323e-09,-2.1514315974796816e-09,9.118598568067807e-09,-3.5206526554058952e-09
43.0,-6.8420334831814644e-09,2.8349255055552388e-09,5.936893573976754e-09,-2.182337112124747e-09,9.058704515199884e-09,-3.5725248637252175e-09
44.0,-6.803878573394262e-09,2.876240958495071e-09,5.89603026124319e-09,-2.21274492986552e-09,9.00310704606965e-09,-3.623653386376814e-09
45.0,-6.769272158438366e-09,2.9169939072186773e-09,5.884915589560169e-09,-2.242641616358866e-09,8.9696865637132e-09,-3.6740186602773085e-09
46.0,-6.7396809157876936e-09,2.957170704390596e-09,5.889075865850302e-09,-2.2720143421651008e-09,8.950112479760985e-09,-3.7236019498439164e-09
47.0,-6.717160288063906e-09,2.9967582597093577e-09,5.878456714458746e-09,-2.300850893592781e-09,8.926169149153958e-09,-3.772385350794828e-09
48.0,-6.683094523965427e-09,3.0357440348870998e-09,5.8525130366970934e-09,-2.3291396828123768e-09,8.883448725633876e-09,-3.8203517931620686e-09
49.0,-6.639670984895374e-09,3.074116038292662e-09,5.809758195363113e-09,-2.3568697572182116e-09,8.822614186070383e-09,-3.867485043543885e-09
50.0,-6.599547954996843e-09,3.1118628193095852e-09,5.769349040174454e-09,-2.3840308080160195e-09,8.765809806153959e-09,-3.9137697066197616e-09
51.0,-6.572903497523153e-09,3.1489734624565046e-09,5.758529271482349e-09,-2.410613178010718e-09,8.73863374666035e-09,-3.959191225946387e-09
52.0,-6.555778243183541e-09,3.1854375813133317e-09,5.7541184664278155e-09,-2.436607868566284e-09,8.722849746469572e-09,-4.003735884048043e-09
53.0,-6.530419288663936e-09,3.2212453122926016e-09,5.730472645015805e-09,-2.4620065457076254e-09,8.688192724671133e-09,-4.047390801810559e-09
54.0,-6.496951279050256e-09,3.2563873082913778e-09,5.701882778430534e-09,-2.486801545332911e-09,8.644179726342775e-09,-4.090143937184047e-09
