time_seconds,dir_raw,dir_bp,ortho_raw,ortho_bp,mag_raw,mag_bp
0.0,-2.643739935442868e-07,-4.73542454437796e-10,-5.154460539086303e-07,-4.6206397191963e-09,5.792911555966768e-07,4.326440372203567e-09
1.0,-2.6452870992288435e-07,-4.963869311859881e-10,-5.158395021132023e-07,-4.831248062191855e-09,5.797118511069633e-07,4.52436718541985e-09
2.0,-2.647031492608587e-07,-5.193657460710579e-10,-5.162528335100891e-07,-5.042096364452085e-09,5.801592413603461e-07,4.722567707843439e-09
3.0,-2.6487890691928584e-07,-5.424598080534033e-10,-5.166695070807359e-07,-5.252881987798565e-09,5.806102090712893e-07,4.920763734963333e-09
4.0,-2.6505651395947183e-07,-5.656505576405504e-10,-5.170774274865231e-07,-5.463299679458395e-09,5.810542329322008e-07,5.1186749791398996e-09
5.0,-2.652300923750017e-07,-5.889200409799019e-10,-5.174643054051131e-07,-5.6730422832166675e-09,5.814776945589987e-07,5.316019736796659e-09
6.0,-2.653791381507231e-07,-6.122509772888958e-10,-5.178123716198524e-07,-5.881801451886548e-09,5.818554280645637e-07,5.512515553755012e-09
7.0,-2.654764216930561e-07,-6.356268188062356e-10,-5.180932844545127e-07,-6.089268358308846e-09,5.821497933279835e-07,5.707879885857289e-09
8.0,-2.655022816044905e-07,-6.590318025368282e-10,-5.182904991435366e-07,-6.2951344021795664e-09,5.82337104295825e-07,5.901830752141049e-09
9.0,-2.654690509362734e-07,-6.82450993167999e-10,-5.184205123520691e-07,-6.4990919101133736e-09,5.824376744617294e-07,6.094087377972689e-09
10.0,-2.653927792389821e-07,-7.058703166521564e-10,-5.185072047830808e-07,-6.700834826478335e-09,5.824800843669719e-07,6.284370825715378e-09
11.0,-2.652916932521787e-07,-7.292765840764734e-10,-5.185703025878396e-07,-6.900059392676737e-09,5.824902069860502e-07,6.472404610687429e-09
12.0,-2.6518435040923105e-07,-7.526575055675117e-10,-5.186354966740803e-07,-7.0964648126912795e-09,5.824993717699066e-07,6.657915300353845e-09
13.0,-2.6508695534499527e-07,-7.760016941023779e-10,-5.18727014064968e-07,-7.289753902859399e-09,5.825365301977525e-07,6.840633094877606e-09
14.0,-2.6502215670631823e-07,-7.992986592134382e-10,-5.18869878271544e-07,-7.479633723976242e-09,5.826342713253273e-07,7.020292387332494e-09
15.0,-2.649940544219298e-07,-8.225387906779768e-10,-5.190663544679675e-07,-7.665816193956673e-09,5.827964732388472e-07,7.196632302042213e-09
