time_seconds,dir_raw,dir_bp,ortho_raw,ortho_bp,mag_raw,mag_bp
0.0,-5.904051997296378e-09,1.3006822776915765e-10,1.5229077721112816e-09,9.825022051904029e-11,6.097300883926944e-09,-1.302841371071857e-10
1.0,-5.927467988664503e-09,1.0636923679698388e-10,1.5012710935513596e-09,8.251962371377768e-11,6.114629314437246e-09,-1.1040218170270186e-10
2.0,-5.953632420396815e-09,8.237340112930838e-11,1.4753221838637032e-09,6.654718920906984e-11,6.13370316720661e-09,-9.025255896452254e-11
3.0,-5.983578327262151e-09,5.809997130628141e-11,1.4452329194503122e-09,5.034497384564791e-11,6.155640323308713e-09,-6.985001099740809e-11
4.0,-6.014749587279766e-09,3.356847367482848e-11,1.4162817169038888e-09,3.392532255239882e-11,6.17924481626342e-09,-4.920951100819918e-11
5.0,-6.0446183058893155e-09,8.798672953498918e-12,1.3929479653063126e-09,1.7300844512016764e-11,6.20304074611341e-09,-2.8346237248901674e-11
6.0,-6.073139796614058e-09,-1.6189464864154318e-11,1.374486482963455e-09,4.843892979730506e-13,6.2267359090511206e-09,-7.2755473226517705e-12
7.0,-6.101535554581261e-09,-4.137580916395161e-11,1.3575521262687573e-09,-1.651097693116029e-11,6.25073466876943e-09,1.3987047087040962e-11
8.0,-6.1312975252469926e-09,-6.674010082521849e-11,1.338152907925938e-09,-3.367199510061907e-11,6.275624474750743e-09,3.5425905007649775e-11
9.0,-6.1623738334404266e-09,-9.226198770270698e-11,1.3153654970787798e-09,-5.098523667947949e-11,6.301193351578458e-09,5.702528043778076e-11
10.0,-6.192757640022251e-09,-1.179210593906313e-10,1.2918870417877315e-09,-6.843712686739478e-11,6.3260745582701605e-09,7.876934602867848e-11
11.0,-6.219413345442959e-09,-1.436968811896555e-10,1.272256397455429e-09,-8.601396745151746e-11,6.34820751884658e-09,1.006422161440789e-10
12.0,-6.243260075589063e-09,-1.6956902720439416e-10,1.2570208207662859e-09,-1.0370195928519615e-10,6.368547535763889e-09,1.2262796925989152e-10
13.0,-6.2663234046134164e-09,-1.9551711250587668e-10,1.2446211977712451e-09,-1.2148722434838362e-10,6.388731559327517e-09,1.4471066966970753e-10
14.0,-6.291417858905746e-09,-2.2152082430035873e-10,1.2323878029185664e-09,-1.3935582735820976e-10,6.410984196840654e-09,1.6687438846656377e-10
15.0,-6.319072431981709e-09,-2.4755995205264244e-10,1.2199940363499806e-09,-1.5729379690664424e-10,6.43576427857335e-09,1.8910322377560562e-10
16.0,-6.347437214726526e-09,-2.736144165185002e-10,1.2105056956812632e-09,-1.752871461102959e-10,6.461832807661616e-09,2.1138132021616466e-10
17.0,-6.374629185623704e-09,-2.996642976468183e-10,1.2064077237194937e-09,-1.9332189276490473e-10,6.487782121037633e-09,2.336928875752875e-10
18.0,-6.400616231472256e-09,-3.2568986131771307e-10,1.2062747883900826e-09,-2.113840790037605e-10,6.513293100090893e-09,2.56022218678001e-10
19.0,-6.426826432148758e-09,-3.516715848882107e-10,1.206210201165625e-09,-2.294597904649193e-10,6.539039764243826e-09,2.7835370644269557e-10
20.0,-6.454221990193076e-09,-3.7759018152216873e-10,1.2018831069271485e-09,-2.4753517497639926e-10,6.5651736078651214e-09,3.0067186011305643e-10
21.0,-6.482517550532307e-09,-4.0342662328593844e-10,1.1922013515297536e-09,-2.6559646077121315e-10,6.591234926441991e-09,3.229613206610145e-10
22.0,-6.509629779660742e-09,-4.2916216299577976e-10,1.1796966736810077e-09,-2.836299742449159e-10,6.615660519565676e-09,3.4520687535823494e-10
23.0,-6.5351078437636545e-09,-4.547783548072645e-10,1.164816992860196e-09,-3.016221572673256e-10,6.638104635848783e-09,3.6739347151670685e-10
24.0,-6.559368492808915e-09,-4.802570735408372e-10,1.1479481532017388e-09,-3.1955958405742655e-10,6.65906149445202e-09,3.895062294020202e-10
25.0,-6.584054801361816e-09,-5.055805327413572e-10,1.1277297290446242e-09,-3.374289776265417e-10,6.679936524332147e-09,4.11530454325859e-10
26.0,-6.611708625037238e-09,-5.307313014727805e-10,1.1017080303599158e-09,-3.552172257900217e-10,6.702868902682741e-09,4.3345164792698994e-10
27.0,-6.641531269391265e-09,-5.556923198520776e-10,1.071635946647831e-09,-3.729113967422716e-10,6.727431991811567e-09,4.552555186524679e-10
28.0,-6.671228819365993e-09,-5.804469133290161e-10,1.0413843259948763e-09,-3.9049875418427313e-10,6.752020088445175e-09,4.769279914528326e-10
29.0,-6.7005386794605215e-09,-6.049788057206146e-10,1.012719366699777e-09,-4.0796677198723744e-10,6.776637743795616e-09,4.984552167067398e-10
30.0,-6.729196644350566e-09,-6.292721310110565e-10,9.862290983875255e-10,-4.2530314837104567e-10,6.801083392581302e-09,5.198235783918474e-10
31.0,-6.758307413701203e-09,-6.533114439297478e-10,9.595619993030269e-10,-4.424958195719863e-10,6.8260880692088256e-09,5.41019701519937e-10
32.0,-6.788529960388701e-09,-6.770817293221325e-10,9.311658805133405e-10,-4.5953297297113377e-10,6.852095221180686e-09,5.620304588552927e-10
33.0,-6.818337228153837e-09,-7.005684103298465e-10,9.020896252209809e-10,-4.764030596525363e-10,6.877753139562358e-09,5.828429769363097e-10
34.0,-6.846296807250241e-09,-7.237573553988462e-10,8.739214352182501e-10,-4.93094806359159e-10,6.9018489296636135e-09,6.034446414212197e-10
35.0,-6.8715609868874594e-09,-7.466348841362967e-10,8.488862252020724e-10,-5.095972268142604e-10,6.923796517796546e-09,6.238231017797332e-10
36.0,-6.8955273158088914e-09,-7.691877720392894e-10,8.268479234629922e-10,-5.258996323766111e-10,6.944924366154151e-09,6.439662753533376e-10
37.0,-6.9195802976373955e-09,-7.914032541208342e-10,8.063515688494505e-10,-5.41991641999692e-10,6.966404693099418e-09,6.638623508079321e-10
38.0,-6.943278063609171e-09,-8.132690274609245e-10,7.871509138945854e-10,-5.578631914676431e-10,6.987754777454729e-09,6.834997910033498e-10
39.0,-6.967021792814165e-09,-8.347732527127206e-10,7.700178689118431e-10,-5.7350454188411e-10,7.009445069332596e-09,7.028673353050176e-10
40.0,-6.991403234124505e-09,-8.559045545959035e-10,7.561254816712548e-10,-5.889062873940284e-10,7.0321721342810694e-09,7.219540013634869e-10
41.0,-7.015730330017789e-09,-8.766520214110045e-10,7.467074875089352e-10,-6.040593621226088e-10,7.055355705804876e-09,7.407490863878161e-10
42.0,-7.040383220857649e-09,-8.970052036100285e-10,7.401162183118259e-10,-6.189550463201105e-10,7.079178477277015e-09,7.592421679388355e-10
43.0,-7.06579064702062e-09,-9.16954111459971e-10,7.333088442029734e-10,-6.335849717052031e-10,7.10374122054783e-09,7.774231042682547e-10
44.0,-7.090809717169577e-09,-9.364892118369842e-10,7.250469391539838e-10,-6.479411260035123e-10,7.127781948760993e-09,7.952820342294584e-10
45.0,-7.115234235133272e-09,-9.556014241899978e-10,7.132956170163851e-10,-6.620158566810717e-10,7.150898465092855e-09,8.128093767857743e-10
