dataset,station,component,method,peak_time,score,significant,snr,kurt,econc,leakage,vetoed,ulp_score,ulp_pass
ingv,ECPN,mag,stack,2023-02-15 11:22:03,0.3953,True,2.5786229532480696,-0.23138236357752406,0.13295983429772465,0.8657800116214784,False,0.8787298598371538,True
experiment,ECIT,mag,stack,2023-07-25 03:26:18,0.3724,False,3.52104791637532,-0.29590415373911405,0.07081741888133235,1.731936234122294,False,0.877242649932117,False
ingv,ECPN,mag,stack,2023-01-02 01:25:08,0.3854,True,2.4610395707650414,0.07174468778860366,0.040686947213649155,1.2336225566884729,False,0.8721415641499835,False
ingv,EEC1,mag,stack,2023-01-21 11:37:57,0.3306,True,1.9126282347654926,-0.5091946488523909,0.11921873194109922,0.3413059023660871,False,0.8696891519840758,True
ingv,ECPN,mag,max,2023-01-12 04:13:09,0.6183,True,1.8324781521429423,-0.10118508525182879,0.11030563914872937,1.8722408873610277,False,0.8571025596970212,False
experiment,EC1,mag,max,2023-07-29 22:20:32,0.6076,False,1.6146813826141222,-0.4639816970846886,0.15139583446682628,,False,0.856509631387502,False
ingv,ECPN,mag,max,2023-01-07 07:40:46,0.6471,True,2.5050400291583714,1.0705037344184047,0.08065736267541052,2.058798384819688,False,0.8437016353764872,False
ingv,EEC1,mag,max,2022-12-04 04:34:59,0.5727,True,2.60979060563281,-0.7803240246241478,0.17588872080354015,1.945647696735365,False,0.8324785011238157,False
ingv,ECPN,mag,max,2023-02-01 01:37:06,0.6171,True,1.9622226043610367,-0.3099716798168308,0.1342714119325908,1.9043654745045795,False,0.8181008218250672,False
ingv,EEC1,mag,stack,2022-12-22 02:04:33,0.3195,False,2.807072671084102,-0.24733561588035569,0.13179357272230868,0.6076591873321034,False,0.8137400443139023,True
ingv,ECPN,mag,max,2023-01-04 06:46:51,0.6583,True,2.336615774526329,-0.27884652821798195,0.27374164472898294,1.3831644446666504,False,0.8133472074842978,False
ingv,ECPN,mag,stack,2023-02-12 01:13:46,0.388,True,2.304014528625555,-0.6248108914428663,0.11578878883978194,1.0300595417651777,False,0.8086697698134453,False
ingv,ECPN,mag,max,2023-02-13 01:07:15,0.6347,True,2.347083136972875,0.3308566156477335,0.13415900939046724,1.9234158153843077,False,0.7993692838586828,False
ingv,ECPN,mag,stack,2022-12-10 09:17:49,0.3634,False,3.1101983794093133,-0.6132029081968731,0.16931249666863693,0.981042553659209,False,0.788732505939244,True
ingv,EEC1,mag,stack,2022-12-26 22:31:41,0.3636,True,2.072261282888514,0.9960877187594637,0.03392073781655061,0.540219572268152,False,0.7706849218347047,True
ingv,ECPN,mag,max,2023-01-04 12:02:08,0.6793,True,2.0371309488619294,0.2568948226289556,0.1566355459413502,1.9210983486215694,False,0.7585778814062916,False
ingv,EEC1,mag,max,2022-11-28 17:04:23,0.5524,True,1.8357272883649085,-0.09845896104340479,0.16298671661421904,1.188435680177096,False,0.7539253000072147,False
